idx,dataset,y,pred_target,crawler_success,gs_success,gs_radius_found,angle_x_crawler_gs_deg,sphere_frac,sphere_vol,dist_x_to_crawler,dist_x_to_gs,dist_crawler_to_gs,ring_n,ring_r_min,ring_r_max,ring_count_y0,ring_count_y1,ring_count_pred0,ring_count_pred1,attr_methods,attr_baselines,attr_ig_steps,attr_topk,attr_sg_samples,attr_sg_stdevs,attr_sg_nt_type,attr_perturb_samples,attr_perturbations_per_eval,attr_ig_zero_success,attr_ig_zero_sensitivity,attr_ig_zero_fidelity_del_auc,attr_ig_zero_fidelity_ins_auc,attr_ig_zero_fidelity_del_delta_topk,attr_ig_zero_fidelity_ins_delta_topk,attr_ig_zero_stability_lipschitz,attr_ig_zero_stability_mean_attr_change,attr_ig_zero_cosine_truegrad,attr_ig_zero_boundary_alignment,attr_ig_boundary_success,attr_ig_boundary_sensitivity,attr_ig_boundary_fidelity_del_auc,attr_ig_boundary_fidelity_ins_auc,attr_ig_boundary_fidelity_del_delta_topk,attr_ig_boundary_fidelity_ins_delta_topk,attr_ig_boundary_stability_lipschitz,attr_ig_boundary_stability_mean_attr_change,attr_ig_boundary_cosine_truegrad,attr_ig_boundary_boundary_alignment,attr_lime_zero_success,attr_lime_zero_sensitivity,attr_lime_zero_fidelity_del_auc,attr_lime_zero_fidelity_ins_auc,attr_lime_zero_fidelity_del_delta_topk,attr_lime_zero_fidelity_ins_delta_topk,attr_lime_zero_stability_lipschitz,attr_lime_zero_stability_mean_attr_change,attr_lime_zero_cosine_truegrad,attr_lime_zero_boundary_alignment,attr_lime_boundary_success,attr_lime_boundary_sensitivity,attr_lime_boundary_fidelity_del_auc,attr_lime_boundary_fidelity_ins_auc,attr_lime_boundary_fidelity_del_delta_topk,attr_lime_boundary_fidelity_ins_delta_topk,attr_lime_boundary_stability_lipschitz,attr_lime_boundary_stability_mean_attr_change,attr_lime_boundary_cosine_truegrad,attr_lime_boundary_boundary_alignment,attr_ks_zero_success,attr_ks_zero_sensitivity,attr_ks_zero_fidelity_del_auc,attr_ks_zero_fidelity_ins_auc,attr_ks_zero_fidelity_del_delta_topk,attr_ks_zero_fidelity_ins_delta_topk,attr_ks_zero_stability_lipschitz,attr_ks_zero_stability_mean_attr_change,attr_ks_zero_cosine_truegrad,attr_ks_zero_boundary_alignment,attr_ks_boundary_success,attr_ks_boundary_sensitivity,attr_ks_boundary_fidelity_del_auc,attr_ks_boundary_fidelity_ins_auc,attr_ks_boundary_fidelity_del_delta_topk,attr_ks_boundary_fidelity_ins_delta_topk,attr_ks_boundary_stability_lipschitz,attr_ks_boundary_stability_mean_attr_change,attr_ks_boundary_cosine_truegrad,attr_ks_boundary_boundary_alignment
72,data_wgs,0,0,True,True,1.0499999999999998,67.73547436790642,0.003,0.003305897026681888,1.073287010192871,1.0282044410705566,1.1717125177383423,0,1.0499999999999998,1.073287010192871,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,0.844630777835846,3.323695182800293,3.7605535984039307,3.289808511734009,6.015663146972656,0.09478153499464194,0.542782187461853,0.09536243975162506,True,,1.2525076866149902,3.533687114715576,3.6926565170288086,3.5873188972473145,2.770503282546997,0.054892555934687455,0.7529757022857666,-0.05982203781604767,True,,1.1364338397979736,3.4536304473876953,3.1292624473571777,2.729469060897827,25.547588348388672,0.7033218155304591,0.5293657779693604,-0.02154785394668579,True,,1.2892435789108276,3.545325517654419,3.56177020072937,3.6831021308898926,2.766371726989746,0.06674656880398591,0.7455195784568787,-0.06554946303367615,True,,0.9476419687271118,4.209942817687988,3.23395037651062,3.2831757068634033,58.12297439575195,1.2185232539971669,0.5441669225692749,-0.03784337639808655,True,,1.2874304056167603,3.581038475036621,3.6343648433685303,3.819331645965576,4.239023685455322,0.10854912201563517,0.7470049262046814,-0.07722166180610657
73,data_wgs,1,1,True,True,1.0499999999999998,63.30089547571561,0.0,0.0,0.8326384425163269,1.0458928346633911,1.0023090839385986,0,0.8326384425163269,1.0499999999999998,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,1.1724406480789185,2.6202948093414307,5.731088638305664,4.167966842651367,8.201239585876465,0.14149628691375254,0.17632658779621124,0.16129405796527863,True,,1.1184449195861816,3.862490653991699,4.176027297973633,3.995516300201416,2.3391847610473633,0.05394708029925823,0.8755078315734863,0.4488738477230072,True,,0.791142463684082,2.5558390617370605,5.878000736236572,3.1933817863464355,42.213409423828125,0.7557228227456411,0.2039482593536377,0.3732205331325531,True,,1.1412699222564697,3.8687167167663574,4.144933700561523,3.9976534843444824,3.78456711769104,0.0889857949068149,0.8752750754356384,0.43194758892059326,True,,0.3066650927066803,2.4180665016174316,5.587543487548828,2.8253426551818848,58.72342300415039,1.368424020210902,0.23008763790130615,0.46175628900527954,True,,1.135785460472107,3.8457107543945312,4.110459804534912,3.9297609329223633,6.475979804992676,0.15131267060836157,0.8673285245895386,0.4327581822872162
74,data_wgs,1,1,True,True,1.4,60.24163271290614,0.00035,0.0012163625990601109,1.1586999893188477,1.3718732595443726,1.2832216024398804,0,1.1586999893188477,1.4,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,0.5031692981719971,2.63997220993042,3.6764891147613525,2.2478864192962646,3.802929639816284,0.09700224672754605,0.37662169337272644,0.3307986557483673,True,,0.45231807231903076,3.3180899620056152,3.9360501766204834,3.789437770843506,1.711043119430542,0.04660924958686034,0.8046460151672363,0.8097043037414551,True,,-1.1479426622390747,1.7406511306762695,5.615523815155029,1.1620794534683228,38.29182052612305,0.8576057970523834,0.41248878836631775,0.5692132711410522,True,,0.4248277544975281,3.302597761154175,3.9360501766204834,3.789437770843506,3.6659739017486572,0.09022686295211316,0.768033504486084,0.7695050239562988,True,,-1.172250747680664,1.903698444366455,6.180078983306885,1.5345075130462646,67.84683227539062,1.2888134479522706,0.44005632400512695,0.4554600119590759,True,,0.41692906618118286,3.28489089012146,3.9360501766204834,3.789437770843506,8.269259452819824,0.18062758619586627,0.8040886521339417,0.8085840940475464
75,data_wgs,1,1,True,True,1.0499999999999998,61.47764331833398,0.0052,0.0034092870023629215,1.0367690324783325,0.9914323091506958,1.0373973846435547,0,1.0367690324783325,1.0499999999999998,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,-1.7941513061523438,3.7435836791992188,6.571944236755371,4.03986120223999,12.648553848266602,0.13199496989448864,0.3315868675708771,-0.2814883291721344,True,,1.3138883113861084,3.4316978454589844,3.7685933113098145,3.6105377674102783,2.001336097717285,0.056744500746329626,0.7955480813980103,0.5692217946052551,True,,-1.1821997165679932,3.1363601684570312,4.472519397735596,5.066565036773682,36.95780944824219,0.8856480101744334,0.2965240180492401,-0.2959407567977905,True,,1.2477037906646729,3.478206157684326,3.7685933113098145,3.6105377674102783,3.933039426803589,0.10367563491066296,0.7834925055503845,0.6037209630012512,True,,-2.115360736846924,3.6570401191711426,5.34202766418457,5.408904552459717,50.54866027832031,1.0859102070331574,0.3418620824813843,-0.23865321278572083,True,,1.2116045951843262,3.5041935443878174,3.753735065460205,3.585435628890991,4.028200626373291,0.10331858110924562,0.8074887990951538,0.5983702540397644
76,data_wgs,1,1,True,True,1.4,88.21624987577322,0.0002,0.012729862384959255,1.4065577983856201,1.3399723768234253,1.912222981452942,0,1.4,1.4065577983856201,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,-3.047924041748047,3.66572904586792,10.372812271118164,3.585322618484497,5.225155353546143,0.1103566437959671,0.4048212766647339,-0.5342934131622314,True,,0.7043448686599731,5.041284561157227,5.666386127471924,5.673157691955566,1.9162782430648804,0.039815229301651316,0.9066110849380493,-0.5197095274925232,True,,-1.1901721954345703,3.741983413696289,6.795398235321045,5.307119846343994,33.68372344970703,0.8237939556439717,0.43531912565231323,-0.5098403692245483,True,,0.6841135025024414,5.039802551269531,5.7171630859375,5.705719470977783,4.4613847732543945,0.10434184670448303,0.9103423953056335,-0.5228715538978577,True,,-2.470271348953247,3.9559237957000732,9.249648094177246,3.587386131286621,75.74488830566406,1.5561038613319398,0.4260547459125519,-0.5397497415542603,True,,0.7097471952438354,5.0734148025512695,5.604269027709961,5.715332508087158,6.821032524108887,0.13924678514401118,0.9180490970611572,-0.5081402659416199
77,data_wgs,0,0,True,True,0.7,59.93931845196798,0.00095,1.450058428809093e-05,0.8068920969963074,0.6612535715103149,0.7441722750663757,0,0.7,0.8068920969963074,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,0.3945276141166687,2.8339195251464844,2.5508506298065186,2.013118267059326,5.568822860717773,0.09129740881423155,0.42197462916374207,-0.07939817011356354,True,,0.6177576184272766,3.0312466621398926,3.5811917781829834,3.500579833984375,2.0547471046447754,0.06015014027555784,0.800937831401825,0.3319449722766876,True,,-0.25731372833251953,4.021762847900391,4.5147528648376465,3.743382215499878,29.292734146118164,0.7996422578891118,0.5651155114173889,-0.09743897616863251,True,,0.6264433264732361,3.0245399475097656,3.5811917781829834,3.500579833984375,3.067800760269165,0.0765822218110164,0.7821653485298157,0.37172555923461914,True,,0.751571774482727,4.212353706359863,5.007941246032715,2.21042799949646,55.09077835083008,1.072192414601644,0.4790365695953369,-0.05835488811135292,True,,0.6008511185646057,2.971496105194092,3.669565200805664,3.4069645404815674,4.012375831604004,0.10784368924796581,0.8052288889884949,0.3462703227996826
78,data_wgs,0,0,True,True,1.0499999999999998,53.33952089642148,0.0,0.0,0.9810225367546082,0.9286913871765137,0.85844486951828,0,0.9810225367546082,1.0499999999999998,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,1.6982885599136353,1.3665685653686523,2.928739070892334,1.0427825450897217,2.481379270553589,0.06318836429466804,0.32467368245124817,0.01988905668258667,True,,1.0691027641296387,3.5172526836395264,4.015244483947754,3.9573755264282227,1.5163562297821045,0.04232040445009867,0.8062059879302979,-0.0893639624118805,True,,-0.1909438669681549,2.431906223297119,5.444726467132568,2.0155107975006104,26.07904052734375,0.691482804218928,0.31753799319267273,-0.1396419256925583,True,,1.075415849685669,3.4970574378967285,4.015244483947754,3.9573755264282227,2.8802502155303955,0.0667333529641231,0.7882625460624695,-0.0942026674747467,True,,0.22824323177337646,2.862203598022461,4.041622638702393,2.5600922107696533,53.43470001220703,1.311705325047175,0.26592808961868286,-0.12009136378765106,True,,1.0667082071304321,3.517629623413086,4.0773468017578125,4.062470436096191,2.0666937828063965,0.06055816610654195,0.8121596574783325,-0.08188873529434204
79,data_wgs,0,0,True,True,1.0499999999999998,65.07291548820687,0.0004,4.992264777221964e-06,0.7961358428001404,0.8021357655525208,0.8596231341362,0,0.7961358428001404,1.0499999999999998,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,0.5147013664245605,2.640420913696289,3.454704999923706,1.8425822257995605,4.530145168304443,0.09648593900104364,0.3965787887573242,0.29788753390312195,True,,0.8994455337524414,2.81742000579834,2.9161691665649414,3.009809970855713,1.6657202243804932,0.054582562297582626,0.8357983231544495,0.029872074723243713,True,,1.0800726413726807,0.8063087463378906,3.378854274749756,0.14557385444641113,36.77387237548828,0.8460469603538513,0.2975768446922302,-0.1462334543466568,True,,0.9215414524078369,2.8115782737731934,2.9161691665649414,3.009809970855713,2.757880926132202,0.07157475079099337,0.8268270492553711,0.08833320438861847,True,,1.3224713802337646,1.0718727111816406,3.6740634441375732,0.1246538758277893,60.974849700927734,1.1203447381655376,0.33602917194366455,0.06684647500514984,True,,0.8981295824050903,2.8142812252044678,2.9161691665649414,3.009809970855713,2.758204698562622,0.07435216878851254,0.8403160572052002,0.06390967965126038
80,data_wgs,1,1,True,True,1.0499999999999998,78.25110306947339,0.0024,0.007472289891467083,1.1502374410629272,1.0437345504760742,1.3869073390960693,0,1.0499999999999998,1.1502374410629272,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,0.3255530595779419,0.5164768695831299,2.623267412185669,1.4100077152252197,28.753250122070312,0.37845959663391116,0.4833592176437378,-0.4664616882801056,True,,0.8667510747909546,3.152848482131958,3.3882555961608887,3.5177125930786133,1.5942647457122803,0.03576488473142187,0.8485850691795349,-0.3156518340110779,True,,0.5520802736282349,1.2629668712615967,1.8406997919082642,3.104264974594116,31.604434967041016,0.6735499362150829,0.3656443953514099,-0.3284354507923126,True,,0.8770103454589844,3.1693477630615234,3.3882555961608887,3.5177125930786133,2.821197986602783,0.052125965741773445,0.8483160734176636,-0.32271069288253784,True,,0.5090810060501099,1.4431904554367065,2.711422920227051,3.029168128967285,67.83472442626953,1.3308904111385345,0.4880451560020447,-0.5175886750221252,True,,0.8699119091033936,3.158672571182251,3.3882555961608887,3.5177125930786133,2.830094814300537,0.06761536560952663,0.8571184873580933,-0.3062892258167267
81,data_wgs,1,0,True,True,0.7,74.4863786191212,0.084,3.796451149210441e-05,0.6381330490112305,3.93688452504648e-07,0.6381329298019409,0,0.6381330490112305,0.7,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,1.559971809387207,1.8219914436340332,1.2091952562332153,0.5247340798377991,8.693913459777832,0.16245343337456386,0.3000698685646057,-0.009859532117843628,True,,0.37030595541000366,1.3973699808120728,1.1149699687957764,1.1214089393615723,2.270556926727295,0.05136877006540696,0.7162002325057983,-0.5529944896697998,True,,1.222399115562439,0.8826655745506287,1.721990942955017,1.0714492797851562,36.48979949951172,0.7660620470841726,0.33348122239112854,-0.31864669919013977,True,,0.35485243797302246,1.4039345979690552,1.1529746055603027,1.1587834358215332,2.6652393341064453,0.06026376361648242,0.7277467250823975,-0.5789220333099365,True,,-0.14364305138587952,1.451728343963623,1.2091952562332153,0.5247340798377991,34.8867073059082,0.7662449230750402,0.4371710419654846,-0.42226967215538025,True,,0.34397560358047485,1.3767833709716797,1.1929908990859985,1.0873628854751587,4.058757781982422,0.09763373012344043,0.7055763602256775,-0.5471594333648682
82,data_wgs,1,1,True,True,1.75,57.81756655427162,0.0,0.0,1.1278729438781738,1.6947606801986694,1.4519448280334473,0,1.1278729438781738,1.75,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,2.2894339561462402,6.764559268951416,4.2264838218688965,8.24754810333252,2.6504828929901123,0.0734184306114912,0.6806116104125977,-0.05113320052623749,True,,1.851435899734497,7.200890064239502,6.987849712371826,7.171163558959961,2.506338119506836,0.06873268323640029,0.9250879287719727,0.25894778966903687,True,,2.082427501678467,7.585605144500732,7.360381126403809,9.257746696472168,35.24430465698242,0.88193638920784,0.7175487875938416,-0.042526185512542725,True,,1.828755497932434,7.229310035705566,6.987849712371826,7.171163558959961,4.2357497215271,0.10417202313741049,0.917576253414154,0.26703599095344543,True,,2.0429000854492188,7.1995673179626465,8.03493881225586,8.506847381591797,44.60515213012695,0.8756064573923746,0.6347144246101379,-0.01683640480041504,True,,1.8702385425567627,7.246829032897949,6.902618408203125,7.212005615234375,5.374203681945801,0.11819944605231285,0.9290362596511841,0.24403542280197144
83,data_wgs,0,0,True,True,1.0499999999999998,80.17587928723384,0.00045,0.0004475335703319759,1.0659713745117188,1.0184646844863892,1.3427908420562744,0,1.0499999999999998,1.0659713745117188,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,0.22502899169921875,0.8746228218078613,3.875735282897949,2.645747661590576,4.136382102966309,0.08183676134794951,-0.035864055156707764,0.4378405213356018,True,,1.7666175365447998,3.276538848876953,3.3831913471221924,3.705186605453491,2.229954242706299,0.0534160324682792,0.7354224324226379,0.3865748941898346,True,,1.320927619934082,1.212632179260254,3.742467164993286,2.650151252746582,33.88044738769531,0.8139560918013254,-0.0300331711769104,0.3206915259361267,True,,1.7509881258010864,3.242229461669922,3.4627561569213867,3.5642917156219482,3.528867244720459,0.08251648892958958,0.695713996887207,0.3788352608680725,True,,0.6578679084777832,1.5191142559051514,4.258977890014648,1.7981979846954346,86.95262145996094,1.7155412991841634,-0.010100394487380981,0.07379162311553955,True,,1.7564258575439453,3.2861390113830566,3.4350059032440186,3.6355340480804443,3.3032305240631104,0.07751252340773741,0.7338563203811646,0.4213821291923523
84,data_wgs,0,0,True,True,1.0499999999999998,42.32637503074623,5e-05,2.132059951415663e-05,1.0074572563171387,1.0206727981567383,0.73231041431427,0,1.0074572563171387,1.0499999999999998,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,1.154578447341919,4.448951244354248,6.17104434967041,4.886416435241699,7.112529754638672,0.14855562523007393,0.3429023027420044,-0.09290555119514465,True,,0.7996755838394165,5.713191509246826,6.4395976066589355,6.2994384765625,3.8523707389831543,0.07830801866948604,0.8335973024368286,0.617750883102417,True,,1.2014403343200684,5.576204299926758,5.9661407470703125,6.270108222961426,37.32364273071289,0.8032070239384969,0.4551464915275574,-0.04796901345252991,True,,0.8044876456260681,5.721540451049805,6.4395976066589355,6.2994384765625,3.7067034244537354,0.09745311761895815,0.8156476020812988,0.5961375832557678,True,,0.9960607290267944,4.920527458190918,6.17104434967041,4.886416435241699,72.57452392578125,1.3492823084195456,0.4543745517730713,-0.021567076444625854,True,,0.7905603051185608,5.746125221252441,6.4395976066589355,6.2994384765625,4.091559410095215,0.08658701404929162,0.8305069804191589,0.5967777967453003
85,data_wgs,0,0,True,True,1.0499999999999998,54.78408730052369,0.0,0.0,0.9984442591667175,0.974323570728302,0.9078767895698547,0,0.9984442591667175,1.0499999999999998,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,0.9039857387542725,5.545431137084961,5.456742763519287,3.817547082901001,4.892310619354248,0.10538917432228724,0.1756676733493805,0.023622095584869385,True,,0.6252483129501343,4.936347961425781,5.476583480834961,5.596302032470703,2.728654146194458,0.06405583849797646,0.7118262648582458,0.7803903818130493,True,,0.7212717533111572,6.038937568664551,5.668749809265137,6.106531620025635,38.83942794799805,0.8169330994288126,0.36666205525398254,0.07010750472545624,True,,0.6411184668540955,4.896528244018555,5.563748359680176,5.472864151000977,4.0113606452941895,0.09730603024363518,0.6944462060928345,0.7802028656005859,True,,1.0641227960586548,6.062160015106201,4.217306613922119,4.703200817108154,68.89871215820312,1.0780194381872812,0.2770795226097107,0.09659786522388458,True,,0.6266735792160034,4.893667221069336,5.563748359680176,5.472864151000977,5.201023578643799,0.10073716354866823,0.7070677280426025,0.7755076885223389
86,data_wgs,0,1,True,True,0.7,99.35142716196516,0.41505,0.08853919380844344,0.9619969129562378,3.195943065747997e-07,0.9619969725608826,0,0.7,0.9619969129562378,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,0.42017921805381775,1.609824776649475,2.5197160243988037,2.2908530235290527,6.09943151473999,0.11381239729623,0.11788426339626312,-0.451917439699173,True,,-0.13957327604293823,0.0755523219704628,0.2876301109790802,0.051056742668151855,1.8038996458053589,0.05194300692528486,0.16711711883544922,0.2913261353969574,True,,0.5149751305580139,2.0432469844818115,0.006019264459609985,1.6374268531799316,31.802013397216797,0.8518713374932607,0.010366484522819519,-0.3939380645751953,True,,-0.2189580500125885,0.2780795395374298,0.2876301109790802,0.051056742668151855,4.190192222595215,0.09143873328963915,0.18654319643974304,0.2730102241039276,True,,-0.009030625224113464,2.439988851547241,0.4575285315513611,0.7309412956237793,39.19320297241211,0.9863402485847473,0.03476123511791229,-0.37013471126556396,True,,-0.19455492496490479,0.21238987147808075,0.2876301109790802,0.051056742668151855,4.742040634155273,0.09481241491933663,0.17658954858779907,0.24165916442871094
87,data_wgs,1,1,True,True,0.7,40.51198957670309,0.0,0.0,0.6508310437202454,0.6801905035972595,0.46164241433143616,0,0.6508310437202454,0.7,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,0.22878234088420868,0.774313747882843,3.763521194458008,3.0227322578430176,8.05720329284668,0.13244692534208297,0.12027278542518616,0.015473812818527222,True,,1.3344933986663818,3.5896613597869873,3.688645124435425,3.6108322143554688,2.0734703540802,0.056832130625844,0.9080913066864014,-0.23576244711875916,True,,2.0577914714813232,1.676241159439087,2.246507167816162,2.4435296058654785,46.48756408691406,1.007540629307429,-0.07396796345710754,-0.2369162142276764,True,,1.3444584608078003,3.578561782836914,3.6734695434570312,3.597635269165039,2.7073776721954346,0.07105154891808828,0.8808252811431885,-0.20908133685588837,True,,0.773110568523407,2.092841148376465,3.763521194458008,3.0227322578430176,60.050052642822266,1.029749753077825,0.1580195128917694,-0.2730879783630371,True,,1.3344204425811768,3.5853562355041504,3.688645124435425,3.6108322143554688,2.8928983211517334,0.06724375871320566,0.9037157297134399,-0.2145439237356186
88,data_wgs,0,0,True,True,1.0499999999999998,46.11777076345261,0.0004,4.52657886964887e-06,0.7909554243087769,0.713681161403656,0.5936050415039062,0,0.7909554243087769,1.0499999999999998,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,-1.1423759460449219,0.6993074417114258,3.6113438606262207,0.45694631338119507,7.882644176483154,0.16766367809226115,0.31421828269958496,0.4508867859840393,True,,0.6014971733093262,2.8572983741760254,3.253864288330078,3.107008695602417,1.953812599182129,0.042574521029988925,0.7818378210067749,0.49679529666900635,True,,-1.96975839138031,0.4469623863697052,5.123152732849121,0.8632332682609558,59.81678009033203,1.055100429058075,0.38382190465927124,0.47030916810035706,True,,0.6023991703987122,2.8712799549102783,3.253864288330078,3.107008695602417,3.310661792755127,0.08504759470621745,0.7516393065452576,0.5384718775749207,True,,-1.242682933807373,1.7743009328842163,3.5791995525360107,2.6198437213897705,99.45095825195312,2.5104415019353232,0.3405231237411499,0.2588086426258087,True,,0.6038995385169983,2.8553051948547363,3.253864288330078,3.107008695602417,2.856318950653076,0.07798561553160349,0.7771173715591431,0.5025825500488281
89,data_wgs,0,0,True,True,1.4,60.73065665046267,0.0,0.0,1.1281182765960693,1.3949570655822754,1.2960575819015503,0,1.1281182765960693,1.4,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,-0.723000705242157,0.8307932615280151,6.368520736694336,2.083176374435425,4.191590785980225,0.08225230108946562,0.48113301396369934,-0.40039265155792236,True,,1.0151159763336182,3.5725064277648926,4.593958854675293,4.528665542602539,1.63925039768219,0.046254818451901276,0.8570278882980347,-0.30345162749290466,True,,-0.10307043790817261,2.292330741882324,5.255356788635254,2.1793649196624756,42.64863967895508,0.8488411446412404,0.5044485926628113,-0.5249078273773193,True,,1.0084145069122314,3.573730707168579,4.593958854675293,4.528665542602539,2.675018548965454,0.06860643724600474,0.8449533581733704,-0.2891910672187805,True,,-0.28242236375808716,1.1478190422058105,6.510269641876221,0.7480611205101013,59.33476638793945,1.3232610960801443,0.5705562233924866,-0.5364857912063599,True,,1.0069446563720703,3.570713520050049,4.616007328033447,4.483407974243164,2.442964553833008,0.06522003809611003,0.8529112935066223,-0.2879728376865387
90,data_wgs,0,0,True,True,1.0499999999999998,67.56925184782666,0.00065,0.0006290005186804951,1.0640299320220947,1.0318262577056885,1.1657555103302002,0,1.0499999999999998,1.0640299320220947,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,0.9328708052635193,4.065737724304199,2.592725992202759,5.544435024261475,4.572764873504639,0.09051991912225882,0.38504549860954285,0.3026062548160553,True,,0.9118821620941162,3.5056657791137695,3.822545289993286,3.812195301055908,1.6019659042358398,0.04442802189538876,0.8096740245819092,-0.1311360001564026,True,,0.20833788812160492,3.142559051513672,3.6308226585388184,3.4985625743865967,28.302141189575195,0.7817373971144358,0.4662354588508606,0.17803193628787994,True,,0.9139602184295654,3.497072219848633,3.833543062210083,3.7433714866638184,2.753810167312622,0.06615300662815571,0.7828694581985474,-0.11856839060783386,True,,0.4467789828777313,3.6223018169403076,3.3660149574279785,2.9525234699249268,50.024009704589844,1.1518700202306111,0.38389015197753906,0.14538729190826416,True,,0.9262115955352783,3.4888782501220703,3.716709613800049,3.700343132019043,6.756743907928467,0.14793073336283366,0.8143442273139954,-0.11509761214256287
91,data_wgs,1,1,True,True,1.4,65.60450044324645,0.0001,8.487624392533618e-05,1.0547683238983154,1.3403452634811401,1.3195483684539795,0,1.0547683238983154,1.4,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,0.07886137813329697,3.9416823387145996,5.402654647827148,5.4506072998046875,12.31777572631836,0.14023129194974898,0.16159296035766602,0.13089817762374878,True,,1.2665231227874756,3.5745911598205566,3.9890425205230713,4.047694683074951,1.7602256536483765,0.050106140536566576,0.6605095863342285,-0.5530086755752563,True,,0.09202790260314941,3.8964450359344482,5.192563056945801,4.972743034362793,34.582130432128906,0.9404326717058817,0.22538387775421143,0.1882108747959137,True,,1.2670438289642334,3.562436103820801,3.9890425205230713,4.047694683074951,3.553959608078003,0.08909848878781,0.6493991613388062,-0.5509680509567261,True,,0.11174352467060089,3.986546516418457,5.438292980194092,3.7891337871551514,40.41865158081055,0.9329095621903737,0.25102734565734863,0.1227838322520256,True,,1.2636713981628418,3.5794034004211426,3.9890425205230713,4.047694683074951,3.4872522354125977,0.08881883832315604,0.6682782173156738,-0.5546717047691345
92,data_wgs,1,1,True,True,1.4,51.32485060312582,0.0,0.0,1.1520845890045166,1.2407100200653076,1.0393173694610596,0,1.1520845890045166,1.4,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,0.6758794784545898,2.556802749633789,3.9346261024475098,4.171296119689941,2.630234956741333,0.058806425891816616,0.4552289843559265,-0.2807490825653076,True,,1.4786794185638428,3.7114768028259277,3.8885385990142822,3.871464729309082,1.887495994567871,0.04617112452785174,0.8471888303756714,0.194096177816391,True,,0.7564473748207092,4.343924045562744,4.128427028656006,6.158179759979248,26.614944458007812,0.5767893483241399,0.5808825492858887,0.29889726638793945,True,,1.490515947341919,3.7128829956054688,3.8885385990142822,3.871464729309082,3.501209020614624,0.09306639085213343,0.8215034008026123,0.21870864927768707,True,,-0.48963072896003723,3.349726676940918,5.394157886505127,3.689643144607544,54.539886474609375,0.9347229897975922,0.675696074962616,0.34031209349632263,True,,1.510840654373169,3.7371325492858887,3.906916618347168,3.884181499481201,3.128035068511963,0.07709063142538071,0.8416498303413391,0.19831585884094238
93,data_wgs,1,1,True,True,1.0499999999999998,54.81549003880743,0.00035,8.348496191074122e-05,0.9691864848136902,1.047313928604126,0.9308226108551025,0,0.9691864848136902,1.0499999999999998,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,64,True,,-1.1124933958053589,1.792080283164978,6.385976791381836,4.6926374435424805,7.5885090827941895,0.15116119732459385,0.251019686460495,-0.6212881803512573,True,,1.113335371017456,4.260798454284668,4.243619918823242,4.324666500091553,2.0147347450256348,0.05494787202527126,0.7338051795959473,-0.4659259021282196,True,,-1.6005825996398926,2.7923431396484375,6.212508678436279,4.9378461837768555,43.86707305908203,0.9825623989105224,0.3984076678752899,-0.5564860105514526,True,,1.1083705425262451,4.263453483581543,4.243619918823242,4.324666500091553,2.9554123878479004,0.06945741139352321,0.7338009476661682,-0.45101702213287354,True,,-1.1586052179336548,2.9026660919189453,4.740492343902588,5.818106651306152,74.34471130371094,1.7259858171145122,0.392780601978302,-0.5548782348632812,True,,1.068136215209961,4.221088409423828,4.243619918823242,4.324666500091553,3.303293466567993,0.08879272478322188,0.7401580810546875,-0.437007874250412
