feature1,feature2,class
-3.646240234375000000e+00,3.608080625534057617e+00,0.000000000000000000e+00
-2.452695846557617188e+00,-5.486910820007324219e+00,7.000000000000000000e+00
-3.251976728439331055e+00,-4.084163188934326172e+00,2.000000000000000000e+00
-3.563856124877929688e+00,3.114692926406860352e+00,8.000000000000000000e+00
2.639829635620117188e+00,2.227700471878051758e+00,4.000000000000000000e+00
-8.145732283592224121e-01,-1.687780380249023438e+00,7.000000000000000000e+00
-1.205269768834114075e-01,-1.619141340255737305e+00,9.000000000000000000e+00
-4.705101013183593750e+00,-1.329400539398193359e+00,8.000000000000000000e+00
1.961317300796508789e+00,5.458021640777587891e+00,0.000000000000000000e+00
-3.798890352249145508e+00,-1.435103774070739746e+00,7.000000000000000000e+00
-2.149059534072875977e+00,-5.933471322059631348e-01,8.000000000000000000e+00
-5.381835937500000000e+00,-1.698814630508422852e+00,2.000000000000000000e+00
-2.568839311599731445e+00,-3.627667665481567383e+00,7.000000000000000000e+00
9.438743591308593750e-01,4.168478488922119141e+00,0.000000000000000000e+00
-5.707543492317199707e-01,-2.313073158264160156e+00,9.000000000000000000e+00
-1.098326086997985840e+00,1.956067442893981934e+00,4.000000000000000000e+00
-2.429478645324707031e+00,4.024050712585449219e+00,0.000000000000000000e+00
2.179497241973876953e+00,-2.819702148437500000e+00,6.000000000000000000e+00
-5.736137866973876953e+00,2.421440839767456055e+00,3.000000000000000000e+00
-3.920079469680786133e-01,3.709698915481567383e+00,4.000000000000000000e+00
1.363294482231140137e+00,3.732132613658905029e-01,9.000000000000000000e+00
-1.927275061607360840e+00,2.976117134094238281e+00,3.000000000000000000e+00
-3.053936243057250977e+00,-7.652658939361572266e+00,7.000000000000000000e+00
-9.391570687294006348e-01,-9.710392355918884277e-01,8.000000000000000000e+00
-4.046822547912597656e+00,6.409322261810302734e+00,5.000000000000000000e+00
4.257531166076660156e+00,-8.832089304924011230e-01,6.000000000000000000e+00
2.636465549468994141e+00,8.415151834487915039e-01,1.000000000000000000e+00
-2.499543428421020508e+00,1.512880772352218628e-01,8.000000000000000000e+00
-5.235105514526367188e+00,4.591699600219726562e+00,5.000000000000000000e+00
-4.208457946777343750e+00,4.544265747070312500e+00,5.000000000000000000e+00
3.434213638305664062e+00,1.597245097160339355e+00,4.000000000000000000e+00
-3.771259784698486328e+00,-3.399726152420043945e+00,2.000000000000000000e+00
-4.400312900543212891e+00,4.989483356475830078e+00,5.000000000000000000e+00
-4.893468618392944336e-01,1.064108371734619141e+00,4.000000000000000000e+00
-3.978826999664306641e+00,1.626888751983642578e+00,3.000000000000000000e+00
-2.584441900253295898e+00,-2.791147470474243164e+00,8.000000000000000000e+00
-3.473796367645263672e+00,-3.262237071990966797e+00,7.000000000000000000e+00
-8.111948013305664062e+00,6.999248981475830078e+00,5.000000000000000000e+00
-1.685722589492797852e+00,-3.301317393779754639e-01,9.000000000000000000e+00
-2.736672163009643555e+00,-2.637974917888641357e-01,8.000000000000000000e+00
1.986988931894302368e-01,-2.706329345703125000e+00,9.000000000000000000e+00
-3.764324188232421875e+00,5.017663955688476562e+00,3.000000000000000000e+00
-3.001119852066040039e+00,-1.129626154899597168e+00,8.000000000000000000e+00
3.185547590255737305e+00,6.820167899131774902e-01,1.000000000000000000e+00
-3.653857856988906860e-02,-1.518249154090881348e+00,9.000000000000000000e+00
7.255616188049316406e+00,-4.544559478759765625e+00,6.000000000000000000e+00
1.302726626396179199e+00,1.550976395606994629e+00,4.000000000000000000e+00
-1.114062905311584473e+00,-4.937585830688476562e+00,2.000000000000000000e+00
3.849980831146240234e-01,-9.560332894325256348e-01,1.000000000000000000e+00
1.961517333984375000e+00,-3.747606575489044189e-01,1.000000000000000000e+00
1.880599856376647949e+00,2.569420337677001953e+00,4.000000000000000000e+00
-3.574417114257812500e+00,-1.279878973960876465e+00,2.000000000000000000e+00
-5.253925919532775879e-01,9.754054546356201172e-01,9.000000000000000000e+00
-1.718925356864929199e+00,-5.041093349456787109e+00,9.000000000000000000e+00
-1.800653815269470215e+00,9.363976478576660156e+00,5.000000000000000000e+00
-7.963562488555908203e+00,2.147165298461914062e+00,3.000000000000000000e+00
-3.546826362609863281e+00,-3.615712165832519531e+00,7.000000000000000000e+00
-2.774233579635620117e+00,-1.200684785842895508e+00,9.000000000000000000e+00
-5.942896842956542969e+00,3.754281282424926758e+00,3.000000000000000000e+00
4.670025825500488281e+00,-9.642963409423828125e-01,6.000000000000000000e+00
-4.762825489044189453e+00,5.045149803161621094e+00,5.000000000000000000e+00
-1.387527346611022949e+00,-2.087580412626266479e-01,1.000000000000000000e+00
2.080807834863662720e-01,4.286557197570800781e+00,0.000000000000000000e+00
-5.275156497955322266e+00,7.391915321350097656e+00,5.000000000000000000e+00
2.698376178741455078e+00,-3.319243669509887695e+00,6.000000000000000000e+00
1.134809732437133789e+00,-1.056014746427536011e-01,4.000000000000000000e+00
-3.322204589843750000e+00,-1.177259922027587891e+00,7.000000000000000000e+00
-3.819632053375244141e+00,2.684725999832153320e+00,3.000000000000000000e+00
-4.481565475463867188e+00,-1.288478612899780273e+00,8.000000000000000000e+00
-4.820459187030792236e-01,5.277822017669677734e+00,0.000000000000000000e+00
1.409631967544555664e+00,-1.021884918212890625e+00,9.000000000000000000e+00
-2.083012104034423828e+00,-2.732869386672973633e+00,7.000000000000000000e+00
4.147752285003662109e+00,-3.259042501449584961e+00,6.000000000000000000e+00
-2.187575250864028931e-01,3.280910253524780273e+00,1.000000000000000000e+00
-1.754576444625854492e+00,-3.715715408325195312e+00,7.000000000000000000e+00
1.509120583534240723e+00,2.366475343704223633e+00,4.000000000000000000e+00
-2.979600667953491211e+00,-2.382129669189453125e+00,9.000000000000000000e+00
2.279268741607666016e+00,-2.003569126129150391e+00,6.000000000000000000e+00
-3.581673622131347656e+00,3.775769472122192383e+00,3.000000000000000000e+00
-3.664896965026855469e+00,-3.251690149307250977e+00,2.000000000000000000e+00
1.232536315917968750e+00,-2.315280199050903320e+00,9.000000000000000000e+00
-1.638716578483581543e+00,1.788043737411499023e+00,8.000000000000000000e+00
-4.093563079833984375e+00,-3.974638938903808594e+00,7.000000000000000000e+00
-2.695664882659912109e+00,-4.887492179870605469e+00,7.000000000000000000e+00
-2.393297910690307617e+00,4.732733726501464844e+00,0.000000000000000000e+00
-1.019246697425842285e+00,-2.759753227233886719e+00,2.000000000000000000e+00
-2.419347286224365234e+00,2.723401546478271484e+00,7.000000000000000000e+00
-1.263456195592880249e-01,-1.067596316337585449e+00,8.000000000000000000e+00
-2.458650350570678711e+00,-2.612855195999145508e+00,7.000000000000000000e+00
-6.847054511308670044e-02,-1.261512279510498047e+00,9.000000000000000000e+00
-3.533653736114501953e+00,3.780791997909545898e+00,0.000000000000000000e+00
-1.831152439117431641e+00,-2.489116907119750977e+00,7.000000000000000000e+00
-4.924255847930908203e+00,-2.028898000717163086e+00,2.000000000000000000e+00
-6.291952133178710938e-01,-2.871545553207397461e+00,6.000000000000000000e+00
-3.321830511093139648e+00,-3.959953069686889648e+00,7.000000000000000000e+00
-3.795268774032592773e+00,5.331478595733642578e+00,5.000000000000000000e+00
8.121994733810424805e-01,6.189318299293518066e-01,4.000000000000000000e+00
-3.473474979400634766e+00,-5.252632498741149902e-01,8.000000000000000000e+00
-1.633450984954833984e+00,2.635468244552612305e+00,0.000000000000000000e+00
-4.087721347808837891e+00,-3.510277986526489258e+00,7.000000000000000000e+00
3.705980062484741211e+00,7.092316150665283203e-01,1.000000000000000000e+00
-1.581120610237121582e+00,6.155308246612548828e+00,0.000000000000000000e+00
-4.648416519165039062e+00,-1.785606980323791504e+00,8.000000000000000000e+00
-1.478320121765136719e+00,-4.825395107269287109e+00,7.000000000000000000e+00
-1.235095977783203125e+00,6.687444210052490234e+00,0.000000000000000000e+00
-4.134903430938720703e+00,5.867503166198730469e+00,5.000000000000000000e+00
2.449824094772338867e+00,7.530689835548400879e-01,1.000000000000000000e+00
-4.043156623840332031e+00,4.773758888244628906e+00,5.000000000000000000e+00
-2.506473779678344727e+00,-1.848514795303344727e+00,9.000000000000000000e+00
-2.060123383998870850e-01,-3.415581703186035156e+00,9.000000000000000000e+00
1.111594438552856445e+00,-7.457377910614013672e-01,9.000000000000000000e+00
-1.838180780410766602e+00,1.078650951385498047e+00,8.000000000000000000e+00
-3.725837230682373047e+00,-3.113905429840087891e+00,2.000000000000000000e+00
-4.216230392456054688e+00,-3.104372978210449219e+00,2.000000000000000000e+00
3.565443038940429688e+00,-2.975409030914306641e-01,1.000000000000000000e+00
1.386032342910766602e+00,-1.842047214508056641e+00,6.000000000000000000e+00
-8.403732180595397949e-01,1.192029356956481934e+00,4.000000000000000000e+00
-1.648398637771606445e+00,3.973608016967773438e+00,4.000000000000000000e+00
-5.152438163757324219e+00,1.982335329055786133e+00,3.000000000000000000e+00
-3.784863233566284180e+00,5.586819648742675781e+00,5.000000000000000000e+00
-1.277069330215454102e+00,-3.863754510879516602e+00,9.000000000000000000e+00
-3.445096254348754883e+00,-2.162972688674926758e+00,7.000000000000000000e+00
-4.942243576049804688e+00,-3.861705303192138672e+00,2.000000000000000000e+00
-4.681603431701660156e+00,2.528143644332885742e+00,3.000000000000000000e+00
-6.284791827201843262e-01,-5.040464878082275391e+00,9.000000000000000000e+00
8.495926260948181152e-01,2.404366493225097656e+00,0.000000000000000000e+00
1.411840081214904785e+00,2.843813419342041016e+00,4.000000000000000000e+00
-1.270128965377807617e+00,-5.852608680725097656e-01,9.000000000000000000e+00
1.943507909774780273e+00,1.526310324668884277e+00,4.000000000000000000e+00
-3.856769561767578125e+00,-1.280231118202209473e+00,7.000000000000000000e+00
2.905982017517089844e+00,-3.296249151229858398e+00,6.000000000000000000e+00
-1.174201607704162598e+00,1.006914451718330383e-01,8.000000000000000000e+00
-5.317122936248779297e+00,-1.274407863616943359e+00,2.000000000000000000e+00
3.274007558822631836e+00,-2.194497585296630859e+00,6.000000000000000000e+00
-5.512411117553710938e+00,3.404934883117675781e+00,5.000000000000000000e+00
4.043849468231201172e+00,-6.817979365587234497e-02,1.000000000000000000e+00
-1.973360180854797363e+00,4.228654384613037109e+00,0.000000000000000000e+00
2.587695837020874023e+00,-3.303922176361083984e+00,6.000000000000000000e+00
-2.527968883514404297e+00,-3.160141229629516602e+00,2.000000000000000000e+00
-1.283123135566711426e+00,3.003349065780639648e+00,0.000000000000000000e+00
-9.843361377716064453e-01,-2.880154132843017578e+00,9.000000000000000000e+00
-1.584106683731079102e+00,5.042811870574951172e+00,0.000000000000000000e+00
-2.498091220855712891e+00,3.666871547698974609e+00,0.000000000000000000e+00
2.484031677246093750e+00,2.075234889984130859e+00,1.000000000000000000e+00
-7.125054001808166504e-01,6.814198017120361328e+00,0.000000000000000000e+00
2.697319269180297852e+00,3.502015352249145508e+00,4.000000000000000000e+00
-1.199193716049194336e+00,2.481234073638916016e+00,8.000000000000000000e+00
-3.730388641357421875e+00,9.217751622200012207e-01,8.000000000000000000e+00
-2.645121216773986816e-01,-2.121127128601074219e+00,9.000000000000000000e+00
-5.085746288299560547e+00,-6.121829152107238770e-01,7.000000000000000000e+00
-1.285951256752014160e+00,4.683134078979492188e+00,0.000000000000000000e+00
-3.946460485458374023e+00,-3.114293336868286133e+00,7.000000000000000000e+00
1.258950382471084595e-01,-1.445429205894470215e+00,9.000000000000000000e+00
-9.334582090377807617e-01,2.638534784317016602e+00,0.000000000000000000e+00
6.255662441253662109e+00,-3.635228872299194336e+00,6.000000000000000000e+00
8.786056637763977051e-01,1.525709271430969238e+00,4.000000000000000000e+00
-1.406147837638854980e+00,4.696984589099884033e-01,8.000000000000000000e+00
-4.272640228271484375e+00,3.968255758285522461e+00,5.000000000000000000e+00
-3.227854013442993164e+00,2.121992588043212891e+00,8.000000000000000000e+00
-4.165122509002685547e+00,1.541189670562744141e+00,3.000000000000000000e+00
-4.610224723815917969e+00,-4.181447505950927734e+00,7.000000000000000000e+00
-2.743461132049560547e+00,-3.446948528289794922e+00,7.000000000000000000e+00
-1.718781590461730957e+00,-2.392512798309326172e+00,7.000000000000000000e+00
5.180583477020263672e+00,-3.562561273574829102e+00,6.000000000000000000e+00
-3.255096197128295898e+00,-5.273739814758300781e+00,7.000000000000000000e+00
-5.610326290130615234e+00,4.454909324645996094e+00,5.000000000000000000e+00
-6.959937095642089844e+00,1.254827141761779785e+00,5.000000000000000000e+00
-5.646462440490722656e+00,3.656699657440185547e+00,3.000000000000000000e+00
-3.491840839385986328e+00,-3.088732719421386719e+00,2.000000000000000000e+00
-5.824401974678039551e-01,2.723186492919921875e+00,4.000000000000000000e+00
3.904639244079589844e+00,-1.240138292312622070e+00,6.000000000000000000e+00
-1.781524658203125000e+00,-1.659509301185607910e+00,2.000000000000000000e+00
2.260606765747070312e+00,2.008835792541503906e+00,1.000000000000000000e+00
8.183438777923583984e-01,-7.420477867126464844e-01,4.000000000000000000e+00
-4.823068901896476746e-02,-1.687481045722961426e+00,9.000000000000000000e+00
-3.934545040130615234e+00,3.283231258392333984e+00,3.000000000000000000e+00
-3.266633033752441406e+00,-1.337498664855957031e+00,7.000000000000000000e+00
3.301487922668457031e+00,9.032078385353088379e-01,1.000000000000000000e+00
-4.913294315338134766e+00,-5.793698310852050781e+00,7.000000000000000000e+00
-3.793931722640991211e+00,-2.216813087463378906e+00,9.000000000000000000e+00
-4.259998798370361328e+00,-2.048446893692016602e+00,7.000000000000000000e+00
-1.622681021690368652e+00,3.376538753509521484e+00,0.000000000000000000e+00
-2.467339277267456055e+00,3.754507541656494141e+00,0.000000000000000000e+00
-3.563040256500244141e+00,-1.764111042022705078e+00,2.000000000000000000e+00
-5.184216499328613281e+00,5.739996910095214844e+00,0.000000000000000000e+00
-7.343260645866394043e-01,1.754315495491027832e-01,8.000000000000000000e+00
-2.763363599777221680e+00,-4.488115310668945312e+00,9.000000000000000000e+00
-2.138848304748535156e-01,-4.922182559967041016e+00,9.000000000000000000e+00
-3.048786878585815430e+00,2.456993103027343750e+00,3.000000000000000000e+00
1.134227752685546875e+00,1.693787336349487305e+00,1.000000000000000000e+00
-5.079213619232177734e+00,4.162930488586425781e+00,5.000000000000000000e+00
6.540756225585937500e-01,3.614990472793579102e+00,1.000000000000000000e+00
-3.469270229339599609e+00,-2.611319780349731445e+00,2.000000000000000000e+00
-3.396696329116821289e+00,-1.522377014160156250e+00,2.000000000000000000e+00
-1.500434242188930511e-02,1.895599722862243652e+00,1.000000000000000000e+00
-8.871489763259887695e-01,3.746728181838989258e+00,0.000000000000000000e+00
-3.103942394256591797e+00,-1.393844127655029297e+00,2.000000000000000000e+00
3.265465497970581055e+00,-3.078354120254516602e+00,6.000000000000000000e+00
-3.419075310230255127e-01,-2.061288833618164062e+00,9.000000000000000000e+00
-3.356093883514404297e+00,-2.843885183334350586e+00,7.000000000000000000e+00
-2.599517345428466797e+00,3.874336719512939453e+00,3.000000000000000000e+00
-1.592889547348022461e+00,-1.543035149574279785e+00,9.000000000000000000e+00
-4.281299591064453125e+00,-4.388620257377624512e-01,7.000000000000000000e+00
-1.566782236099243164e+00,3.767641544342041016e+00,0.000000000000000000e+00
-4.272613048553466797e+00,-6.183192133903503418e-01,2.000000000000000000e+00
-4.987855434417724609e+00,3.356390953063964844e+00,3.000000000000000000e+00
4.034874439239501953e+00,-4.266180515289306641e+00,6.000000000000000000e+00
-3.193480730056762695e+00,-8.310998678207397461e-01,8.000000000000000000e+00
2.703984022140502930e+00,2.460621356964111328e+00,1.000000000000000000e+00
-1.725390553474426270e+00,9.051425457000732422e-01,1.000000000000000000e+00
6.104828715324401855e-01,-2.373890399932861328e+00,8.000000000000000000e+00
-3.612921714782714844e+00,-2.734961509704589844e+00,7.000000000000000000e+00
-3.463824033737182617e+00,4.067955970764160156e+00,5.000000000000000000e+00
2.435991764068603516e+00,-3.053414523601531982e-01,1.000000000000000000e+00
-6.461341857910156250e+00,5.068855762481689453e+00,5.000000000000000000e+00
4.235129058361053467e-01,6.971104741096496582e-01,4.000000000000000000e+00
-8.647746443748474121e-01,5.679877281188964844e+00,0.000000000000000000e+00
3.610379695892333984e+00,-1.464643001556396484e+00,6.000000000000000000e+00
-5.325216293334960938e+00,3.838695764541625977e+00,5.000000000000000000e+00
2.549782037734985352e+00,-3.171308755874633789e+00,6.000000000000000000e+00
-3.128453731536865234e+00,2.787145376205444336e+00,3.000000000000000000e+00
3.716137111186981201e-01,3.803394317626953125e+00,4.000000000000000000e+00
1.777953982353210449e+00,4.141213417053222656e+00,4.000000000000000000e+00
-4.739328384399414062e+00,5.897850513458251953e+00,3.000000000000000000e+00
-2.443379878997802734e+00,4.335038185119628906e+00,0.000000000000000000e+00
3.347853899002075195e+00,-1.523193120956420898e+00,6.000000000000000000e+00
1.916606426239013672e+00,-6.732040047645568848e-01,1.000000000000000000e+00
-6.474068760871887207e-01,1.758344173431396484e+00,4.000000000000000000e+00
4.636201858520507812e+00,-3.851256847381591797e+00,6.000000000000000000e+00
4.262688636779785156e+00,-1.548761725425720215e+00,6.000000000000000000e+00
-2.466552019119262695e+00,6.004028320312500000e+00,3.000000000000000000e+00
-2.929073810577392578e+00,-2.225475788116455078e+00,9.000000000000000000e+00
-4.460476398468017578e+00,1.835657119750976562e+00,8.000000000000000000e+00
2.204618930816650391e+00,-3.249631166458129883e+00,9.000000000000000000e+00
1.391759634017944336e+00,2.782265424728393555e+00,4.000000000000000000e+00
1.561034440994262695e+00,-4.219213485717773438e+00,6.000000000000000000e+00
-3.235487461090087891e+00,4.585452079772949219e+00,5.000000000000000000e+00
-2.031121492385864258e+00,7.024194579571485519e-03,8.000000000000000000e+00
-2.157158613204956055e+00,7.285560131072998047e+00,0.000000000000000000e+00
-6.565374374389648438e+00,6.370581150054931641e+00,5.000000000000000000e+00
-4.378157615661621094e+00,-2.846349477767944336e+00,2.000000000000000000e+00
1.852529287338256836e+00,1.637505292892456055e+00,4.000000000000000000e+00
5.932703495025634766e+00,-3.358473062515258789e+00,6.000000000000000000e+00
1.198714137077331543e+00,-2.760045528411865234e+00,9.000000000000000000e+00
-5.793454647064208984e-01,-4.451113224029541016e+00,7.000000000000000000e+00
3.992953896522521973e-01,3.618776082992553711e+00,1.000000000000000000e+00
1.159255623817443848e+00,-8.803972005844116211e-01,1.000000000000000000e+00
-1.910305261611938477e+00,4.290289878845214844e+00,3.000000000000000000e+00
-4.396423339843750000e+00,-4.236550331115722656e+00,2.000000000000000000e+00
3.381567239761352539e+00,1.428846716880798340e-01,1.000000000000000000e+00
-2.221030712127685547e+00,-3.451709508895874023e+00,7.000000000000000000e+00
-3.535744190216064453e+00,3.773218631744384766e+00,5.000000000000000000e+00
-1.829271912574768066e+00,2.400666236877441406e+00,4.000000000000000000e+00
-1.608689665794372559e+00,-6.828442215919494629e-01,7.000000000000000000e+00
9.454514384269714355e-01,-5.696495532989501953e+00,6.000000000000000000e+00
4.841620922088623047e+00,-8.643950223922729492e-01,6.000000000000000000e+00
-7.458508014678955078e+00,5.312077522277832031e+00,5.000000000000000000e+00
4.969130039215087891e+00,-3.815124750137329102e+00,6.000000000000000000e+00
2.435892581939697266e+00,-2.691287279129028320e+00,6.000000000000000000e+00
-1.783463001251220703e+00,-3.520787715911865234e+00,7.000000000000000000e+00
-3.306020736694335938e+00,4.110700130462646484e+00,3.000000000000000000e+00
2.709523200988769531e+00,-3.698900938034057617e-01,1.000000000000000000e+00
-3.577060222625732422e+00,2.976703643798828125e+00,5.000000000000000000e+00
-3.606969833374023438e+00,4.800494194030761719e+00,3.000000000000000000e+00
3.209591388702392578e+00,5.222651958465576172e-01,1.000000000000000000e+00
1.029752373695373535e+00,-1.000527620315551758e+00,8.000000000000000000e+00
-1.345164060592651367e+00,3.905745744705200195e-01,4.000000000000000000e+00
-4.444952309131622314e-02,-2.028537988662719727e+00,9.000000000000000000e+00
-4.292312622070312500e+00,4.786824703216552734e+00,0.000000000000000000e+00
-2.451997280120849609e+00,-4.247479736804962158e-01,2.000000000000000000e+00
-3.313898086547851562e+00,3.239770174026489258e+00,3.000000000000000000e+00
-2.514181613922119141e+00,3.608054161071777344e+00,0.000000000000000000e+00
-1.774797588586807251e-01,1.618783473968505859e+00,4.000000000000000000e+00
3.159625053405761719e+00,2.607755899429321289e+00,1.000000000000000000e+00
-5.273926258087158203e+00,4.926735401153564453e+00,5.000000000000000000e+00
-4.056126594543457031e+00,3.910046339035034180e+00,5.000000000000000000e+00
-6.930090904235839844e+00,4.299119949340820312e+00,5.000000000000000000e+00
-5.037890434265136719e+00,-3.001842260360717773e+00,7.000000000000000000e+00
-3.357000827789306641e+00,5.096815109252929688e+00,3.000000000000000000e+00
2.387908220291137695e+00,-3.153396844863891602e+00,6.000000000000000000e+00
-1.774756461381912231e-01,2.402067422866821289e+00,8.000000000000000000e+00
-4.689883708953857422e+00,8.451422691345214844e+00,3.000000000000000000e+00
-2.327554464340209961e+00,5.526539802551269531e+00,0.000000000000000000e+00
-3.094499111175537109e+00,3.545005559921264648e+00,3.000000000000000000e+00
-6.351750373840332031e+00,3.327022314071655273e+00,8.000000000000000000e+00
9.830870032310485840e-01,1.497948050498962402e+00,4.000000000000000000e+00
-5.836224555969238281e+00,4.085175037384033203e+00,5.000000000000000000e+00
-4.139047145843505859e+00,5.305540561676025391e+00,5.000000000000000000e+00
-3.907092571258544922e+00,-4.084205150604248047e+00,7.000000000000000000e+00
-7.577036619186401367e-01,5.970460891723632812e+00,0.000000000000000000e+00
6.842046380043029785e-01,2.470938116312026978e-01,8.000000000000000000e+00
7.438420653343200684e-01,-2.176831483840942383e+00,9.000000000000000000e+00
3.765762567520141602e+00,-3.228220701217651367e+00,6.000000000000000000e+00
-1.280398368835449219e+00,-1.683766484260559082e+00,9.000000000000000000e+00
2.896037578582763672e+00,9.375427365303039551e-01,1.000000000000000000e+00
-3.992396593093872070e+00,6.030581474304199219e+00,5.000000000000000000e+00
9.822664409875869751e-02,1.290368676185607910e+00,8.000000000000000000e+00
-2.281079053878784180e+00,-1.061877369880676270e+00,8.000000000000000000e+00
-7.885540723800659180e-01,1.890350431203842163e-01,8.000000000000000000e+00
-6.743526935577392578e+00,5.943696975708007812e+00,5.000000000000000000e+00
-4.004153728485107422e+00,-1.915953993797302246e+00,7.000000000000000000e+00
3.401672840118408203e-01,4.002250194549560547e+00,4.000000000000000000e+00
4.267564296722412109e+00,1.816897034645080566e+00,4.000000000000000000e+00
8.128224611282348633e-01,4.670503139495849609e-01,9.000000000000000000e+00
-5.720633029937744141e+00,4.224989414215087891e+00,5.000000000000000000e+00
-3.228338718414306641e+00,-4.530479907989501953e+00,7.000000000000000000e+00
-5.128958225250244141e+00,6.933893680572509766e+00,5.000000000000000000e+00
-1.074539065361022949e+00,-2.592288970947265625e+00,9.000000000000000000e+00
-2.350148677825927734e+00,4.831830978393554688e+00,0.000000000000000000e+00
-8.484988212585449219e-01,-2.785569190979003906e+00,2.000000000000000000e+00
-8.358678817749023438e-01,-3.143188714981079102e+00,2.000000000000000000e+00
6.130874156951904297e+00,-2.292187690734863281e+00,6.000000000000000000e+00
-6.687295436859130859e-01,-2.576125144958496094e+00,9.000000000000000000e+00
-3.778174400329589844e+00,-2.045022249221801758e+00,9.000000000000000000e+00
-8.104183673858642578e-01,4.898725986480712891e+00,0.000000000000000000e+00
1.194890514016151428e-01,-8.285058140754699707e-01,9.000000000000000000e+00
6.944547295570373535e-01,5.999565124511718750e-01,4.000000000000000000e+00
2.885699570178985596e-01,3.034117937088012695e+00,8.000000000000000000e+00
-3.810579776763916016e+00,-4.463031291961669922e+00,2.000000000000000000e+00
2.417309522628784180e+00,-6.184957981109619141e+00,6.000000000000000000e+00
-1.188789129257202148e+00,-2.696178197860717773e+00,7.000000000000000000e+00
2.145447254180908203e+00,-4.948175907135009766e+00,6.000000000000000000e+00
3.573477506637573242e+00,-7.079754471778869629e-01,1.000000000000000000e+00
8.958410620689392090e-01,4.935157775878906250e+00,1.000000000000000000e+00
3.863672971725463867e+00,1.695481061935424805e+00,1.000000000000000000e+00
4.604625701904296875e+00,1.794949889183044434e+00,1.000000000000000000e+00
-6.027784824371337891e+00,6.380644321441650391e+00,5.000000000000000000e+00
1.454782366752624512e+00,2.119671583175659180e+00,1.000000000000000000e+00
4.459609508514404297e+00,-1.957905650138854980e+00,6.000000000000000000e+00
5.267026901245117188e+00,1.039480209350585938e+00,1.000000000000000000e+00
-3.797267436981201172e+00,-2.568155288696289062e+00,9.000000000000000000e+00
-8.199661374092102051e-01,-2.446961402893066406e+00,9.000000000000000000e+00
-2.359869003295898438e+00,-2.678003311157226562e+00,9.000000000000000000e+00
-3.500050544738769531e+00,-5.586217403411865234e+00,2.000000000000000000e+00
3.780154228210449219e+00,-1.794265151023864746e+00,6.000000000000000000e+00
7.107427716255187988e-02,3.374315977096557617e+00,4.000000000000000000e+00
-2.173272609710693359e+00,-2.359963417053222656e+00,9.000000000000000000e+00
-4.164593219757080078e+00,-1.079074621200561523e+00,2.000000000000000000e+00
