feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,class
-1.024035453796386719e+00,1.021981358528137207e+00,2.083289623260498047e+00,1.232360839843750000e+00,-7.888826727867126465e-02,-2.384246110916137695e+00,7.642778158187866211e-01,1.340499043464660645e+00,1.000000000000000000e+00
-2.446835279464721680e+00,4.145685136318206787e-01,1.275599002838134766e+00,-1.291938543319702148e+00,-1.789314508438110352e+00,1.960935115814208984e+00,-2.543995082378387451e-01,-2.605046629905700684e-01,1.000000000000000000e+00
-2.677223980426788330e-01,1.071925401687622070e+00,-1.259763836860656738e+00,3.711152970790863037e-01,-3.415786743164062500e+00,-2.647330045700073242e+00,1.467431187629699707e+00,-1.410304903984069824e+00,1.000000000000000000e+00
-1.498097330331802368e-01,2.200923442840576172e+00,-2.262979030609130859e+00,2.218804597854614258e+00,1.607491731643676758e+00,1.081590175628662109e+00,1.325750827789306641e+00,-1.029599308967590332e+00,1.000000000000000000e+00
8.694034218788146973e-01,5.724130272865295410e-01,1.173831462860107422e+00,2.738409936428070068e-01,-2.170550823211669922e+00,-3.216014623641967773e+00,-1.335543632507324219e+00,1.655592322349548340e+00,1.000000000000000000e+00
-6.323434114456176758e-01,-1.676733136177062988e+00,-2.286997079849243164e+00,2.566160917282104492e+00,-7.321737408638000488e-01,-3.085191845893859863e-01,1.791066527366638184e-01,-1.988332748413085938e+00,1.000000000000000000e+00
1.572743296623229980e+00,-2.309994697570800781e+00,1.097686409950256348e+00,2.396532535552978516e+00,5.631592273712158203e-01,1.949546098709106445e+00,-1.343880176544189453e+00,4.648683667182922363e-01,0.000000000000000000e+00
-6.698731184005737305e-01,1.730154037475585938e+00,8.436773419380187988e-01,1.547683835029602051e+00,2.291151762008666992e+00,-2.673804521560668945e+00,1.421980857849121094e+00,1.380830526351928711e+00,1.000000000000000000e+00
1.716825664043426514e-01,1.755849599838256836e+00,-5.442466139793395996e-01,-1.005678772926330566e+00,3.901658058166503906e-01,1.831225037574768066e+00,2.800898075103759766e+00,-1.380020618438720703e+00,0.000000000000000000e+00
-2.975268602371215820e+00,-4.116171002388000488e-01,1.863111972808837891e+00,2.841005325317382812e+00,8.202789425849914551e-01,-1.236297369003295898e+00,6.175335049629211426e-01,1.369957804679870605e+00,1.000000000000000000e+00
5.019575953483581543e-01,4.836638271808624268e-01,2.548537552356719971e-01,-1.617103099822998047e+00,-4.760851860046386719e-01,-1.678550481796264648e+00,-1.962214350700378418e+00,-2.690808773040771484e-01,0.000000000000000000e+00
-3.154911518096923828e+00,7.102316617965698242e-01,1.369816899299621582e+00,1.105031490325927734e+00,-1.545437097549438477e+00,1.277958154678344727e+00,-1.279032945632934570e+00,-7.883542776107788086e-01,1.000000000000000000e+00
5.457323789596557617e-02,2.733508586883544922e+00,-2.262462615966796875e+00,3.836163282394409180e-01,-9.420264959335327148e-01,-6.945423483848571777e-01,1.073933839797973633e-01,7.044838070869445801e-01,1.000000000000000000e+00
4.441005364060401917e-02,-1.713536024093627930e+00,-1.967780113220214844e+00,1.708845138549804688e+00,9.465612173080444336e-01,4.241535663604736328e-01,-5.210402607917785645e-01,-1.562027931213378906e+00,1.000000000000000000e+00
-2.347347497940063477e+00,-9.446357488632202148e-01,1.623464226722717285e+00,-1.236718535423278809e+00,3.779754415154457092e-02,7.824531793594360352e-01,1.240267992019653320e+00,-6.979378461837768555e-01,0.000000000000000000e+00
1.068639636039733887e+00,-8.491802811622619629e-01,4.005939960479736328e-01,2.531849384307861328e+00,3.122967958450317383e+00,-1.552848815917968750e+00,1.043591618537902832e+00,9.211341738700866699e-01,0.000000000000000000e+00
-1.249314919114112854e-01,-2.087036609649658203e+00,-1.124641418457031250e+00,3.459224939346313477e+00,-9.808598756790161133e-01,-7.102472186088562012e-01,4.102211445569992065e-02,-2.030609846115112305e+00,1.000000000000000000e+00
-2.084932327270507812e+00,1.380777835845947266e+00,-8.191344141960144043e-01,-2.122620105743408203e+00,-8.855524659156799316e-01,5.181364417076110840e-01,2.196898221969604492e+00,2.260176181793212891e+00,1.000000000000000000e+00
-5.189475417137145996e-01,2.639836072921752930e-01,-3.252487182617187500e+00,-1.038239598274230957e+00,-1.463180482387542725e-01,1.122598409652709961e+00,-9.390719532966613770e-01,-2.797113180160522461e+00,0.000000000000000000e+00
1.196265220642089844e+00,-2.004914522171020508e+00,-1.330055594444274902e+00,4.943507313728332520e-01,2.310765504837036133e+00,3.207019329071044922e+00,1.197873130440711975e-01,-7.793801426887512207e-01,0.000000000000000000e+00
-1.196783661842346191e+00,-2.630021095275878906e+00,2.185327410697937012e-01,1.319493174552917480e+00,5.269649624824523926e-01,3.130548298358917236e-01,1.138160943984985352e+00,-3.066963195800781250e+00,0.000000000000000000e+00
-7.154116630554199219e-01,-1.884446501731872559e+00,-2.737605571746826172e+00,-3.611343353986740112e-02,1.181540131568908691e+00,3.041316986083984375e+00,1.299005270004272461e+00,9.659305214881896973e-01,0.000000000000000000e+00
-1.236001729965209961e+00,9.377256631851196289e-01,9.569237828254699707e-01,-2.559320926666259766e+00,-1.690981984138488770e+00,1.821009755134582520e+00,9.573391079902648926e-01,1.085289478302001953e+00,0.000000000000000000e+00
-1.413127064704895020e+00,1.808414936065673828e+00,2.282872915267944336e+00,-1.820979714393615723e+00,-2.222564935684204102e+00,-1.283858656883239746e+00,1.070585250854492188e+00,-1.627849221229553223e+00,0.000000000000000000e+00
6.159514188766479492e-01,2.076303005218505859e+00,-1.865690648555755615e-01,-1.983007788658142090e+00,3.195722699165344238e-01,-3.041291713714599609e+00,-2.758810281753540039e+00,-2.970716953277587891e-01,0.000000000000000000e+00
1.936305403709411621e+00,2.697363495826721191e-01,-2.340093851089477539e+00,1.673596858978271484e+00,-9.883166551589965820e-01,-1.821103215217590332e+00,-1.732736229896545410e+00,8.598641753196716309e-01,0.000000000000000000e+00
-3.123185396194458008e+00,-8.415657281875610352e-01,-2.575753211975097656e+00,5.442988872528076172e-01,6.062448620796203613e-01,-2.850090861320495605e-01,-7.524515390396118164e-01,1.816558241844177246e+00,0.000000000000000000e+00
4.236453175544738770e-01,-1.463211625814437866e-01,5.084068775177001953e-01,1.831005811691284180e+00,2.303905010223388672e+00,-2.358998060226440430e+00,1.286176919937133789e+00,-1.404946804046630859e+00,0.000000000000000000e+00
-1.439918398857116699e+00,1.090911626815795898e+00,2.359366416931152344e+00,1.040507555007934570e+00,-1.909857273101806641e+00,-1.363738775253295898e+00,8.652512431144714355e-01,-3.029373407363891602e+00,1.000000000000000000e+00
-1.056967496871948242e+00,-1.342561483383178711e+00,-1.644772529602050781e+00,-2.572478532791137695e+00,2.288839071989059448e-01,-3.786677122116088867e-01,-2.146417140960693359e+00,-4.205707907676696777e-01,1.000000000000000000e+00
3.074290037155151367e+00,9.646323323249816895e-01,-1.116290926933288574e+00,4.223625957965850830e-01,2.090372085571289062e+00,5.055868625640869141e-01,8.076235651969909668e-01,-2.541895627975463867e+00,0.000000000000000000e+00
-1.366645812988281250e+00,-1.899955153465270996e+00,1.514582186937332153e-01,2.766691923141479492e+00,-5.575823783874511719e-01,2.842538952827453613e-01,-4.055944979190826416e-01,-3.239018917083740234e+00,1.000000000000000000e+00
-6.132842898368835449e-01,2.238866537809371948e-01,-6.271781325340270996e-01,1.307599544525146484e+00,2.100564718246459961e+00,4.078879952430725098e-01,1.344101667404174805e+00,5.016580224037170410e-01,0.000000000000000000e+00
1.536141753196716309e+00,2.930537462234497070e+00,-5.222936272621154785e-01,1.571020841598510742e+00,2.039382457733154297e+00,8.146378397941589355e-01,-1.798399388790130615e-01,1.052142024040222168e+00,1.000000000000000000e+00
-3.346871137619018555e-01,-2.073926687240600586e+00,-1.016659498214721680e+00,2.791069746017456055e+00,-1.561413645744323730e+00,3.897201120853424072e-01,3.241493999958038330e-01,1.614736318588256836e+00,1.000000000000000000e+00
5.541493892669677734e-01,-7.847906947135925293e-01,2.616605997085571289e+00,2.782141208648681641e+00,2.667320489883422852e+00,9.803355932235717773e-01,6.075831130146980286e-02,-1.346803307533264160e+00,1.000000000000000000e+00
-7.604550570249557495e-02,-6.579638272523880005e-02,-4.471764340996742249e-02,-8.333739042282104492e-01,-1.960070967674255371e+00,-3.555860996246337891e+00,8.458245545625686646e-02,-1.416799187660217285e+00,0.000000000000000000e+00
2.880105257034301758e+00,-1.749734878540039062e-01,2.856489658355712891e+00,-3.952999114990234375e-01,-6.790711283683776855e-01,-4.438022077083587646e-01,5.066084861755371094e-01,1.758352637290954590e+00,1.000000000000000000e+00
-1.662267208099365234e+00,1.331873774528503418e+00,1.187235355377197266e+00,-2.861210823059082031e+00,2.817813396453857422e+00,-3.582628369331359863e-01,-1.732832670211791992e+00,-2.744623459875583649e-02,0.000000000000000000e+00
-2.914004564285278320e+00,-4.786466658115386963e-01,1.506950616836547852e+00,1.828245759010314941e+00,1.645894408226013184e+00,1.219600439071655273e+00,-4.753888845443725586e-01,-8.059217333793640137e-01,0.000000000000000000e+00
3.015720605850219727e+00,1.094657659530639648e+00,-8.681740164756774902e-01,1.668905854225158691e+00,4.653100669384002686e-01,-2.749532163143157959e-01,-9.341899752616882324e-01,4.394517838954925537e-01,1.000000000000000000e+00
-1.656680703163146973e+00,7.565747499465942383e-01,-6.205632090568542480e-01,-1.810510635375976562e+00,1.763509511947631836e+00,-3.000708818435668945e+00,-7.228692770004272461e-01,-1.322475194931030273e+00,1.000000000000000000e+00
-2.931089878082275391e+00,-1.503735661506652832e+00,7.060309648513793945e-01,2.722319841384887695e+00,1.215046882629394531e+00,9.092832207679748535e-01,-6.312186717987060547e-01,4.600104987621307373e-01,1.000000000000000000e+00
-2.771298170089721680e+00,2.474346838425844908e-04,1.618512421846389771e-01,2.355097293853759766e+00,3.479576408863067627e-01,2.286664009094238281e+00,-4.859186410903930664e-01,2.421396255493164062e+00,0.000000000000000000e+00
2.924528360366821289e+00,-1.760966300964355469e+00,-1.156135559082031250e+00,-2.809680700302124023e+00,2.383642792701721191e-01,1.340221285820007324e+00,1.126986183226108551e-02,-3.776858448982238770e-01,0.000000000000000000e+00
-2.138454914093017578e+00,3.300085306167602539e+00,8.916580677032470703e-01,1.211623072624206543e+00,-1.341675400733947754e+00,-1.807084798812866211e+00,7.806641459465026855e-01,-1.607072591781616211e+00,0.000000000000000000e+00
-4.473701417446136475e-01,-2.685900688171386719e+00,-1.108754396438598633e+00,8.577608466148376465e-01,-9.053818583488464355e-01,1.496324419975280762e+00,1.213311403989791870e-01,1.963608980178833008e+00,0.000000000000000000e+00
-8.979463577270507812e-01,-1.466837048530578613e+00,3.148798227310180664e+00,-1.033534288406372070e+00,-9.514374285936355591e-02,-1.053894281387329102e+00,1.487563252449035645e+00,2.568117141723632812e+00,1.000000000000000000e+00
-1.083984732627868652e+00,1.366347074508666992e+00,-1.536452531814575195e+00,1.556077748537063599e-01,-2.618871688842773438e+00,5.233061909675598145e-01,2.157229661941528320e+00,1.636690735816955566e+00,0.000000000000000000e+00
7.407580018043518066e-01,9.333876967430114746e-01,8.783473968505859375e-01,-2.817363291978836060e-02,-3.294329881668090820e+00,2.203890562057495117e+00,1.835976243019104004e+00,4.038907289505004883e-01,1.000000000000000000e+00
-4.471008777618408203e-01,-1.742649435997009277e+00,1.212101697921752930e+00,3.330256700515747070e+00,-3.581364154815673828e-01,6.917023062705993652e-01,1.140644075348973274e-03,-1.493397593498229980e+00,0.000000000000000000e+00
-6.856326460838317871e-01,3.690088391304016113e-01,2.186673641204833984e+00,8.874487876892089844e-01,1.995458602905273438e+00,1.003141164779663086e+00,1.023441180586814880e-01,2.197931528091430664e+00,0.000000000000000000e+00
-5.648943781852722168e-01,1.209620594978332520e+00,-3.112525701522827148e+00,7.191482782363891602e-01,2.720921039581298828e+00,4.046009778976440430e-01,-8.005731105804443359e-01,-1.487620472908020020e+00,1.000000000000000000e+00
7.943146228790283203e-01,-1.556482464075088501e-01,7.924182415008544922e-01,1.733234763145446777e+00,8.407145738601684570e-02,-9.668371081352233887e-01,-3.525441139936447144e-02,-1.761964201927185059e+00,0.000000000000000000e+00
8.364906311035156250e-01,1.103967070579528809e+00,-1.383519887924194336e+00,5.034993290901184082e-01,-1.519120573997497559e+00,1.563606858253479004e+00,-1.714565753936767578e+00,3.336297035217285156e+00,0.000000000000000000e+00
3.635312080383300781e+00,4.177826941013336182e-01,1.945062994956970215e+00,-8.733947277069091797e-01,1.144803643226623535e+00,1.981762647628784180e-01,-1.056859970092773438e+00,1.308904767036437988e+00,1.000000000000000000e+00
-2.264564275741577148e+00,-1.697910070419311523e+00,3.383178472518920898e+00,2.867140471935272217e-01,5.490109920501708984e-01,-1.456236481666564941e+00,-1.449456930160522461e+00,1.279678344726562500e-01,0.000000000000000000e+00
-2.397145271301269531e+00,1.004801750183105469e+00,2.152940511703491211e+00,1.740286871790885925e-02,-1.768069744110107422e+00,1.261018753051757812e+00,-9.957066178321838379e-02,-2.852200508117675781e+00,1.000000000000000000e+00
-1.146916225552558899e-01,-2.391186803579330444e-01,-7.559902667999267578e-01,1.650286316871643066e+00,2.065046072006225586e+00,1.840811729431152344e+00,6.188140511512756348e-01,1.504131436347961426e+00,0.000000000000000000e+00
-1.104530811309814453e+00,1.252745270729064941e+00,-5.132117867469787598e-01,-7.237089276313781738e-01,2.698971271514892578e+00,4.252600967884063721e-01,1.640137672424316406e+00,1.901036262512207031e+00,1.000000000000000000e+00
2.002205401659011841e-01,1.004952490329742432e-01,3.514395952224731445e-01,1.362157106399536133e+00,-2.324469327926635742e+00,7.235001921653747559e-01,3.189545154571533203e+00,-1.793478250503540039e+00,1.000000000000000000e+00
-6.233438849449157715e-01,1.861055493354797363e+00,-1.821626186370849609e+00,1.217794299125671387e+00,2.319579839706420898e+00,2.532691694796085358e-02,2.036073207855224609e+00,5.076970458030700684e-01,0.000000000000000000e+00
1.690778136253356934e+00,3.074833452701568604e-01,8.663157820701599121e-01,-3.855909705162048340e-01,-3.185822486877441406e+00,-1.734418421983718872e-01,1.401399731636047363e+00,1.511953353881835938e+00,0.000000000000000000e+00
2.798376321792602539e+00,3.428988933563232422e+00,-1.192966461181640625e+00,1.745333373546600342e-01,-4.708070456981658936e-01,4.178388714790344238e-01,-1.479437708854675293e+00,9.388357996940612793e-01,1.000000000000000000e+00
-1.571054100990295410e+00,-1.788364052772521973e+00,-1.808521986007690430e+00,4.369056522846221924e-01,-2.137446165084838867e+00,2.364854812622070312e+00,-1.302170276641845703e+00,1.127730011940002441e+00,0.000000000000000000e+00
-2.098040342330932617e+00,2.331967592239379883e+00,6.630463600158691406e-01,2.229722030460834503e-02,1.127878427505493164e+00,2.592767477035522461e+00,-1.304198503494262695e+00,-1.396131753921508789e+00,0.000000000000000000e+00
1.662453889846801758e+00,2.687795162200927734e+00,2.431412696838378906e+00,-9.863151311874389648e-01,-8.124833106994628906e-01,6.959344148635864258e-01,-1.518174886703491211e+00,6.634356975555419922e-01,0.000000000000000000e+00
-6.080536916851997375e-02,1.488063216209411621e+00,-1.760215759277343750e+00,1.803779959678649902e+00,2.638159513473510742e+00,1.862637400627136230e+00,3.931377530097961426e-01,1.976768374443054199e+00,0.000000000000000000e+00
2.035038232803344727e+00,-4.343957901000976562e-01,6.464414596557617188e-01,-1.266279935836791992e+00,2.503567337989807129e-01,4.604992866516113281e-01,-1.848059773445129395e+00,-2.307499885559082031e+00,1.000000000000000000e+00
2.556031346321105957e-01,-1.039327859878540039e+00,2.231468677520751953e+00,-2.042538642883300781e+00,-1.343931674957275391e+00,-3.045633077621459961e+00,5.359507799148559570e-01,-1.196605682373046875e+00,1.000000000000000000e+00
-1.337355971336364746e+00,-4.803969264030456543e-01,-9.757535457611083984e-01,4.492730498313903809e-01,3.084121227264404297e+00,-2.939584732055664062e+00,-7.608728110790252686e-02,1.548979282379150391e-01,1.000000000000000000e+00
4.502603411674499512e-01,-2.393280714750289917e-01,-2.533441781997680664e+00,2.368081331253051758e+00,1.806441903114318848e+00,-1.081610679626464844e+00,2.061736345291137695e+00,-1.387464404106140137e+00,1.000000000000000000e+00
-5.749924778938293457e-01,1.183413505554199219e+00,-1.962086915969848633e+00,-1.231326699256896973e+00,1.921311169862747192e-01,3.420864343643188477e+00,-2.501778900623321533e-01,-1.125333786010742188e+00,0.000000000000000000e+00
1.088055729866027832e+00,1.748504042625427246e+00,9.781708717346191406e-01,-4.451931416988372803e-01,6.159090399742126465e-01,-3.436530351638793945e+00,1.319625854492187500e+00,-1.082600474357604980e+00,1.000000000000000000e+00
8.731592893600463867e-01,8.783519268035888672e-01,-3.005388259887695312e+00,9.817102551460266113e-01,-1.590880453586578369e-01,3.089136600494384766e+00,-5.575975775718688965e-01,9.868503212928771973e-01,1.000000000000000000e+00
6.996960639953613281e-01,1.177368879318237305e+00,5.741992592811584473e-01,-1.162847518920898438e+00,1.175869941711425781e+00,4.596266746520996094e-01,2.971087098121643066e-01,3.030228853225708008e+00,0.000000000000000000e+00
-8.519106507301330566e-01,-7.178147435188293457e-01,-7.634972333908081055e-01,2.210953235626220703e+00,1.558929920196533203e+00,-2.849153518676757812e+00,-5.783491134643554688e-01,-1.206930637359619141e+00,0.000000000000000000e+00
-5.964472517371177673e-02,-1.218974590301513672e+00,-2.191564798355102539e+00,-7.350215911865234375e-01,-2.942051410675048828e+00,-4.105122983455657959e-01,5.054854154586791992e-01,6.868704557418823242e-01,1.000000000000000000e+00
-3.327670693397521973e-01,2.230267047882080078e+00,2.143193960189819336e+00,-3.329847574234008789e+00,-1.451000571250915527e+00,1.105837345123291016e+00,-1.966155320405960083e-01,1.395526051521301270e+00,1.000000000000000000e+00
2.302920579910278320e+00,5.731229856610298157e-02,-1.315338850021362305e+00,2.286716461181640625e+00,2.299685716629028320e+00,7.458118796348571777e-01,-1.150691866874694824e+00,6.869634389877319336e-01,0.000000000000000000e+00
2.777334749698638916e-01,-8.834851384162902832e-01,1.989346265792846680e+00,9.262201786041259766e-01,2.717865407466888428e-01,1.812404870986938477e+00,-1.514698117971420288e-01,8.405907750129699707e-01,1.000000000000000000e+00
-1.545129179954528809e+00,-2.023632451891899109e-02,5.288408994674682617e-01,3.745034635066986084e-01,-8.240664005279541016e-01,-8.858038783073425293e-01,-2.900714278221130371e-01,3.930491685867309570e+00,1.000000000000000000e+00
3.178107261657714844e+00,-1.208757162094116211e-01,3.132449388504028320e-01,8.950865864753723145e-01,-9.382102489471435547e-01,1.706735134124755859e+00,-5.020821690559387207e-01,-3.190768718719482422e+00,0.000000000000000000e+00
1.401865601539611816e+00,-2.042498350143432617e+00,1.924252808094024658e-01,1.704751729965209961e+00,2.466252326965332031e+00,1.393952131271362305e+00,-2.342586755752563477e+00,2.456748187541961670e-01,1.000000000000000000e+00
2.024199962615966797e+00,-9.305176138877868652e-01,5.843620896339416504e-01,3.120326399803161621e-01,2.366772443056106567e-01,-7.199343442916870117e-01,7.067378759384155273e-01,3.991985082626342773e+00,1.000000000000000000e+00
3.901695966720581055e+00,-1.717104762792587280e-01,-9.565303325653076172e-01,8.621774315834045410e-01,8.147508502006530762e-01,-1.465640902519226074e+00,-1.135372281074523926e+00,2.015810251235961914e+00,0.000000000000000000e+00
5.549723505973815918e-01,-6.471026539802551270e-01,-6.981973648071289062e-01,-3.272070884704589844e+00,1.018618106842041016e+00,-2.707022130489349365e-01,-8.541284203529357910e-01,-1.505675435066223145e+00,0.000000000000000000e+00
2.269956588745117188e+00,-1.733995318412780762e+00,-1.214608669281005859e+00,-1.342005491256713867e+00,6.022260785102844238e-01,2.493568897247314453e+00,4.705791175365447998e-01,-1.240656495094299316e+00,1.000000000000000000e+00
3.047789931297302246e-01,-1.507018327713012695e+00,1.493057370185852051e+00,-3.243295907974243164e+00,-2.466465234756469727e+00,-7.332963943481445312e-01,2.205825001001358032e-01,-2.427758183330297470e-03,0.000000000000000000e+00
2.023246526718139648e+00,-3.362491130828857422e+00,-4.487386047840118408e-01,-3.069628179073333740e-01,-1.438613533973693848e+00,9.184817671775817871e-01,-1.250891447067260742e+00,-1.459971666336059570e-01,1.000000000000000000e+00
2.496811151504516602e+00,-1.449021935462951660e+00,-2.154303550720214844e+00,-1.458059102296829224e-01,-1.659704208374023438e+00,-1.376897573471069336e+00,-2.144629955291748047e+00,1.168168902397155762e+00,0.000000000000000000e+00
-1.297498941421508789e+00,6.901496052742004395e-01,2.792917788028717041e-01,-7.667211294174194336e-01,8.940275907516479492e-01,-3.223677635192871094e+00,-7.849557697772979736e-02,-5.271612666547298431e-03,0.000000000000000000e+00
-9.532586336135864258e-01,-1.942169904708862305e+00,3.873729467391967773e+00,-1.074307441711425781e+00,4.148844480514526367e-01,1.595940232276916504e+00,1.310030341148376465e+00,-4.322778582572937012e-01,0.000000000000000000e+00
-9.812095761299133301e-02,9.865326881408691406e-01,2.747879922389984131e-01,-9.525616765022277832e-01,-6.120226383209228516e-01,-2.296196937561035156e+00,-9.856141805648803711e-01,-2.090131759643554688e+00,0.000000000000000000e+00
-6.197285056114196777e-01,-4.610110521316528320e-01,1.028858304023742676e+00,3.212416410446166992e+00,1.588812112808227539e+00,-1.008210897445678711e+00,2.315047979354858398e+00,1.569821000099182129e+00,1.000000000000000000e+00
1.728712916374206543e+00,-2.352017879486083984e+00,5.762872099876403809e-01,-1.538304328918457031e+00,-1.082862615585327148e+00,-1.428440451622009277e+00,2.048677682876586914e+00,-2.637605428695678711e+00,1.000000000000000000e+00
5.791601142846047878e-04,-1.538217186927795410e+00,3.657005727291107178e-01,-1.417797923088073730e+00,-8.456732630729675293e-01,2.355782985687255859e+00,-2.794210433959960938e+00,2.531050443649291992e+00,1.000000000000000000e+00
-2.848231315612792969e+00,-2.867738008499145508e+00,-2.727546989917755127e-01,1.686519742012023926e+00,3.372806012630462646e-01,3.291450142860412598e-01,1.938096582889556885e-01,3.843320012092590332e-01,1.000000000000000000e+00
2.000329256057739258e+00,-2.581123352050781250e+00,-1.564139842987060547e+00,2.122195482254028320e+00,1.444153666496276855e+00,-1.113119602203369141e+00,5.787808299064636230e-01,-8.024005293846130371e-01,0.000000000000000000e+00
3.041066646575927734e+00,-2.573221445083618164e+00,-8.114411234855651855e-01,-1.182208180427551270e+00,6.956767439842224121e-01,-1.062871932983398438e+00,-5.506894737482070923e-02,1.411900758743286133e+00,1.000000000000000000e+00
-1.142049551010131836e+00,3.276276111602783203e+00,-1.117117762565612793e+00,-1.998259544372558594e+00,1.055689692497253418e+00,5.751879811286926270e-01,-1.197035908699035645e+00,3.116753995418548584e-01,0.000000000000000000e+00
-1.691501975059509277e+00,-7.769882678985595703e-01,-2.239748686552047729e-01,1.268139779567718506e-01,5.510250329971313477e-01,-1.376819133758544922e+00,-2.254278898239135742e+00,3.835421085357666016e+00,1.000000000000000000e+00
1.784995079040527344e+00,1.672368407249450684e+00,-1.924776911735534668e+00,3.337886929512023926e-01,-1.757603138685226440e-01,1.192830085754394531e+00,-7.482810020446777344e-01,-2.767650842666625977e+00,1.000000000000000000e+00
-2.667611360549926758e+00,1.103299260139465332e-01,6.503278017044067383e-01,-5.529201626777648926e-01,-1.017759084701538086e+00,-8.878856301307678223e-01,1.547388553619384766e+00,7.805568575859069824e-01,1.000000000000000000e+00
9.467461109161376953e-01,-2.277233362197875977e+00,-1.136277094483375549e-01,-1.243849396705627441e+00,-2.269712686538696289e+00,-2.122492313385009766e+00,-2.262678384780883789e+00,-1.582863807678222656e+00,1.000000000000000000e+00
2.356195688247680664e+00,-4.906474053859710693e-01,9.121986627578735352e-01,5.884801149368286133e-01,8.618699908256530762e-01,-9.814594984054565430e-01,1.368232965469360352e+00,-8.632389903068542480e-01,0.000000000000000000e+00
3.704851493239402771e-02,1.701525688171386719e+00,-3.617275953292846680e-01,9.780468940734863281e-01,-2.947434425354003906e+00,-5.670872926712036133e-01,-2.612646341323852539e+00,1.156940832734107971e-01,1.000000000000000000e+00
7.434346675872802734e-01,2.568573236465454102e+00,-5.577946901321411133e-01,2.164068222045898438e+00,-2.789754569530487061e-01,-7.735583465546369553e-03,2.037399053573608398e+00,2.351280689239501953e+00,0.000000000000000000e+00
-2.172919213771820068e-01,2.091032743453979492e+00,-2.681346416473388672e+00,-5.690516233444213867e-01,-2.471889257431030273e+00,1.454389840364456177e-01,-1.996484994888305664e+00,-3.110699355602264404e-01,0.000000000000000000e+00
-1.509692788124084473e+00,1.876729726791381836e+00,-2.525522947311401367e+00,7.404069602489471436e-02,-9.177901148796081543e-01,4.493399262428283691e-01,-1.476250410079956055e+00,2.845838308334350586e+00,0.000000000000000000e+00
