idx,y,crawler_success,gs_success,gs_radius_found,angle_x_crawler_gs_deg,sphere_frac,sphere_vol,dist_x_to_crawler,dist_x_to_gs,dist_crawler_to_gs,ring_n,ring_r_min,ring_r_max,ring_count_y0,ring_count_y1,ring_count_pred0,ring_count_pred1
36,0.0,True,True,2.349999999999994,32.750689262428295,0.02465,0.5439166363351736,2.6502251625061035,2.342895030975342,1.438253402709961,14,2.349999999999994,2.6502251625061035,12,2,14,0
37,0.0,True,True,2.489999999999991,3.877725581211345,0.0002,0.003955109525428457,2.508934497833252,2.483013153076172,0.17086684703826904,2,2.489999999999991,2.508934497833252,2,0,2,0
38,2.0,True,True,0.7000000000000005,3.3744643769014218,0.0,0.0,0.697729766368866,0.6986901760101318,0.04112665355205536,0,0.697729766368866,0.7000000000000005,0,0,0,0
39,0.0,True,True,0.9900000000000008,11.061351524644675,0.001,0.0031520643426020036,1.0016652345657349,0.9861579537391663,0.19220493733882904,0,0.9900000000000008,1.0016652345657349,0,0,0,0
40,0.0,True,False,inf,,0.0001,0.00992070130836232,5.619481563568115,0.0,5.619481563568115,0,,,0,0,0,0
41,0.0,True,True,2.1699999999999977,57.46367739965401,0.1491,5.990366528580386,3.576127052307129,2.163248062133789,3.0243844985961914,67,2.1699999999999977,3.576127052307129,66,1,67,0
42,1.0,True,True,3.179999999999976,23.750851264551603,0.00175,0.06101665039784947,3.3314263820648193,3.178093433380127,1.3479361534118652,5,3.179999999999976,3.3314263820648193,0,5,1,4
43,1.0,True,True,1.5200000000000011,38.65596319003033,0.00205,0.015979810873001106,1.5751936435699463,1.5192474126815796,1.0255433320999146,1,1.5200000000000011,1.5751936435699463,0,1,0,1
44,1.0,True,True,0.8800000000000007,2.9188646621632026,0.0,0.0,0.8725044131278992,0.873638391494751,0.044485997408628464,0,0.8725044131278992,0.8800000000000007,0,0,0,0
45,2.0,True,True,2.8799999999999826,10.069038092583176,0.00065,0.017249920544752148,2.9064438343048096,2.8774476051330566,0.5083919167518616,0,2.8799999999999826,2.9064438343048096,0,0,0,0
46,0.0,True,True,3.839999999999962,0.059347025446578223,0.0001,0.004628107916919816,3.838192939758301,3.8393490314483643,0.004263898823410273,0,3.838192939758301,3.839999999999962,0,0,0,0
47,2.0,True,True,3.2499999999999747,10.568162914876197,0.00075,0.025370953836397616,3.2814276218414307,3.246586799621582,0.6021906733512878,2,3.2499999999999747,3.2814276218414307,0,0,0,0
48,0.0,True,True,3.899999999999961,77.70955012855165,0.0027,0.1341692971633481,3.9771296977996826,3.8946361541748047,4.938758850097656,2,3.899999999999961,3.9771296977996826,2,0,2,0
49,1.0,True,True,0.1,22.369855579687904,0.0,0.0,0.533466100692749,1.862645149230957e-09,0.533466100692749,8,0.1,0.533466100692749,4,4,8,0
50,1.0,True,True,3.8199999999999625,90.80805267960135,0.10855,10.913038773204269,5.65695858001709,3.8128821849823,6.86641263961792,95,3.8199999999999625,5.65695858001709,7,66,3,70
51,2.0,True,True,0.8700000000000007,7.845978189021029,0.0,0.0,0.859750509262085,0.8677897453308105,0.11846223473548889,0,0.859750509262085,0.8700000000000007,0,0,0,0
52,2.0,True,True,2.869999999999983,9.904447387426393,0.00665,0.18676904303372183,2.98996901512146,2.868110179901123,0.520068347454071,8,2.869999999999983,2.98996901512146,0,0,0,0
53,0.0,True,True,2.239999999999996,2.048704026834047,5e-05,0.0007899506323278472,2.242539167404175,2.2347564697265625,0.08042286336421967,0,2.239999999999996,2.242539167404175,0,0,0,0
54,1.0,True,True,3.9499999999999598,83.67448948531037,0.03865,2.658629108867262,4.679281711578369,3.940300226211548,5.77570915222168,30,3.9499999999999598,4.679281711578369,5,23,2,26
55,0.0,True,True,2.6399999999999877,47.96924761053426,0.02815,0.7680596429333425,2.947021722793579,2.6360278129577637,2.287180185317993,20,2.6399999999999877,2.947021722793579,17,3,19,1
56,1.0,True,True,0.3600000000000002,0.019782341029446364,0.0,0.0,0.35353249311447144,0.3535324037075043,0.00012281941599212587,0,0.35353249311447144,0.3600000000000002,0,0,0,0
57,0.0,True,True,3.9699999999999593,2.3301978986805594,0.00015,0.007508671058801662,3.9917283058166504,3.966393232345581,0.16378699243068695,0,3.9699999999999593,3.9917283058166504,0,0,0,0
58,0.0,True,True,3.789999999999963,26.865323612931043,0.0112,0.570943812693201,4.0282158851623535,3.783482074737549,1.8302228450775146,7,3.789999999999963,4.0282158851623535,5,2,7,0
59,1.0,True,True,0.3600000000000002,0.52711865723267,0.0,0.0,0.3576044738292694,0.35851290822029114,0.0034167978446930647,0,0.3576044738292694,0.3600000000000002,0,0,0,0
60,0.0,True,True,4.6399999999999455,72.48313943745453,0.0045,0.32542945936894174,4.797856330871582,4.634045124053955,5.577620029449463,3,4.6399999999999455,4.797856330871582,3,0,3,0
61,1.0,True,True,0.3800000000000002,3.8032325809272263,0.0,0.0,0.3761582374572754,0.37695130705833435,0.025003215298056602,0,0.3761582374572754,0.3800000000000002,0,0,0,0
62,1.0,True,True,1.380000000000001,30.28087678206917,0.05065,0.4759716431848193,1.7295211553573608,1.3773475885391235,0.8798004984855652,18,1.380000000000001,1.7295211553573608,2,16,1,17
63,2.0,True,True,2.479999999999991,13.713827840072984,0.0007,0.013813706062684929,2.506289005279541,2.473154306411743,0.5954058766365051,1,2.479999999999991,2.506289005279541,0,0,0,0
64,0.0,True,True,1.1100000000000008,46.09907695317811,0.0518,0.3166188801214677,1.3948534727096558,1.1029465198516846,1.0141721963882446,9,1.1100000000000008,1.3948534727096558,6,3,8,1
65,1.0,True,True,1.9800000000000015,3.0539630402222104,0.0,0.0,1.9734375476837158,1.9762791395187378,0.10528789460659027,1,1.9734375476837158,1.9800000000000015,0,1,0,1
66,0.0,True,True,1.0600000000000007,4.763042897891164,0.0,0.0,1.0500074625015259,1.0537018775939941,0.0874939039349556,0,1.0500074625015259,1.0600000000000007,0,0,0,0
67,2.0,True,True,2.7499999999999853,6.542567819361405,0.0001,0.0023778789638480686,2.751185894012451,2.7414658069610596,0.3135811686515808,0,2.7499999999999853,2.751185894012451,0,0,0,0
68,2.0,True,True,0.9400000000000007,2.54552867187463,0.0,0.0,0.9381944537162781,0.9390416145324707,0.04170449078083038,0,0.9381944537162781,0.9400000000000007,0,0,0,0
69,2.0,True,True,3.2199999999999753,7.314427081721593,0.00115,0.038268556010088765,3.254596710205078,3.2139487266540527,0.41459739208221436,2,3.2199999999999753,3.254596710205078,0,0,0,0
70,0.0,True,True,3.649999999999966,36.601507488816246,0.05035,3.18196444831492,4.485108852386475,3.649256706237793,2.674669027328491,55,3.649999999999966,4.485108852386475,43,12,50,5
71,1.0,True,True,2.3299999999999943,27.29614462008412,0.00515,0.09987796158652411,2.4845988750457764,2.3259942531585693,1.1455110311508179,7,2.3299999999999943,2.4845988750457764,0,7,1,6
72,1.0,True,True,4.049999999999958,15.407159447021273,0.0012,0.06441169368103428,4.13348913192749,4.049798488616943,1.100085973739624,2,4.049999999999958,4.13348913192749,0,2,0,2
73,1.0,True,True,1.8300000000000014,26.055629413179204,0.02865,0.5127450267554303,2.3867859840393066,1.8220906257629395,1.0967518091201782,44,1.8300000000000014,2.3867859840393066,2,42,3,41
74,2.0,False,False,inf,,,,0.0,0.0,0.0,0,,,0,0,0,0
75,2.0,True,True,4.229999999999954,9.579120414024999,0.00175,0.10159302719739885,4.298708438873291,4.225747108459473,0.7154631018638611,4,4.229999999999954,4.298708438873291,0,0,0,0
76,1.0,True,True,1.5300000000000011,6.210503972980663,0.0,0.0,1.5177562236785889,1.5278363227844238,0.16528652608394623,3,1.5177562236785889,1.5300000000000011,0,3,0,3
77,2.0,True,True,1.5100000000000011,0.2980513549927252,0.0,0.0,1.5017330646514893,1.5017517805099487,0.007830322720110416,1,1.5017330646514893,1.5100000000000011,0,0,0,0
78,2.0,True,True,1.490000000000001,4.073330240567842,0.0,0.0,1.48023521900177,1.482625126838684,0.10532258450984955,2,1.48023521900177,1.490000000000001,0,0,0,0
79,2.0,True,True,1.2100000000000009,2.6453788069299518,0.0,0.0,1.2085723876953125,1.2099254131317139,0.05584580823779106,0,1.2085723876953125,1.2100000000000009,0,0,0,0
80,1.0,True,True,0.1,65.81138082589896,0.0,0.0,0.9142035841941833,2.3888378564151935e-07,0.9142035245895386,26,0.1,0.9142035841941833,20,6,26,0
81,0.0,True,True,2.8899999999999824,20.75853292195065,0.00775,0.2242198579162851,3.034668445587158,2.889726161956787,1.0768380165100098,4,2.8899999999999824,3.034668445587158,4,0,4,0
82,1.0,True,True,1.7100000000000013,1.2949778476446594,0.0,0.0,1.708602786064148,1.7090439796447754,0.038621414452791214,0,1.708602786064148,1.7100000000000013,0,0,0,0
83,1.0,True,True,3.45999999999997,45.396423933049135,0.06735,4.331647209658024,4.524627208709717,3.458746910095215,3.233736038208008,41,3.45999999999997,4.524627208709717,12,29,20,21
84,2.0,True,True,0.5200000000000004,0.6094145734388644,0.0,0.0,0.5198156237602234,0.5198664665222168,0.0055284658446908,0,0.5198156237602234,0.5200000000000004,0,0,0,0
85,2.0,True,True,2.5599999999999894,6.769816026214961,0.00015,0.003134574403949979,2.5791032314300537,2.559504747390747,0.3040297031402588,1,2.5599999999999894,2.5791032314300537,0,0,0,0
86,1.0,True,True,1.490000000000001,88.55658363816048,0.18445,5.215931200885111,3.0002100467681885,1.4853618144989014,3.31406831741333,95,1.490000000000001,3.0002100467681885,1,78,0,79
87,2.0,True,True,0.6100000000000004,2.9270352295482964,0.0,0.0,0.6050741672515869,0.6058405041694641,0.03093620575964451,1,0.6050741672515869,0.6100000000000004,0,0,0,0
88,2.0,True,True,1.9100000000000015,1.8506547376359723,0.00035,0.004003999200162878,1.9082621335983276,1.9089828729629517,0.061654090881347656,0,1.9082621335983276,1.9100000000000015,0,0,0,0
89,2.0,True,True,3.9199999999999604,7.41365077146593,0.0012,0.0589907220060921,3.9557268619537354,3.915022134780884,0.5104708075523376,0,3.9199999999999604,3.9557268619537354,0,0,0,0
90,0.0,True,True,1.460000000000001,52.385033633417876,0.07595,0.8622152412153612,1.9009426832199097,1.4515373706817627,1.5337104797363281,17,1.460000000000001,1.9009426832199097,17,0,17,0
91,2.0,True,True,3.4899999999999696,12.154953057527948,0.001,0.03927941563607531,3.535961866378784,3.4842898845672607,0.7450317740440369,3,3.4899999999999696,3.535961866378784,0,0,0,0
92,2.0,True,True,3.899999999999961,0.6336560356559642,0.0,0.0,3.894930362701416,3.8951523303985596,0.04310259222984314,0,3.894930362701416,3.899999999999961,0,0,0,0
93,0.0,True,True,1.330000000000001,3.345036519252843,0.0,0.0,1.3208143711090088,1.3224838972091675,0.07716751098632812,0,1.3208143711090088,1.330000000000001,0,0,0,0
94,0.0,True,True,2.1199999999999988,1.6396050947594434,0.0,0.0,2.1187517642974854,2.11960506439209,0.06064765155315399,0,2.1187517642974854,2.1199999999999988,0,0,0,0
95,1.0,True,True,0.9500000000000007,5.651422076364124,0.0,0.0,0.9380189180374146,0.9425520300865173,0.09281937032938004,0,0.9380189180374146,0.9500000000000007,0,0,0,0
96,1.0,True,True,0.1,130.2528925254352,0.0,0.0,1.4918534755706787,1.1920928955078125e-07,1.4918534755706787,44,0.1,1.4918534755706787,42,2,44,0
97,2.0,True,True,2.7799999999999847,2.3125763974039453,0.0,0.0,2.7743563652038574,2.776402235031128,0.11202718317508698,0,2.7743563652038574,2.7799999999999847,0,0,0,0
98,2.0,True,True,3.4899999999999696,3.0486379890717674,0.0,0.0,3.4781177043914795,3.48313570022583,0.1852448433637619,0,3.4781177043914795,3.4899999999999696,0,0,0,0
99,0.0,True,True,3.4999999999999694,1.09735732816506,5e-05,0.0019092147994263133,3.4863216876983643,3.49587345123291,0.06753509491682053,1,3.4863216876983643,3.4999999999999694,1,0,1,0
100,1.0,True,True,3.1099999999999777,0.910427210219215,0.0,0.0,3.108194351196289,3.1085286140441895,0.04939032346010208,0,3.108194351196289,3.1099999999999777,0,0,0,0
101,0.0,True,True,0.1,112.57303532150316,0.0008,0.0014540505023577825,0.7606236338615417,2.384185791015625e-07,0.7606236934661865,16,0.1,0.7606236338615417,3,13,0,16
102,0.0,True,True,3.1299999999999772,16.384967670749425,0.0043,0.14041631570465551,3.224034070968628,3.1225616931915283,0.9099430441856384,5,3.1299999999999772,3.224034070968628,4,1,5,0
103,2.0,True,True,1.1500000000000008,4.328119321127837,0.0,0.0,1.1450746059417725,1.1486557722091675,0.08668660372495651,0,1.1450746059417725,1.1500000000000008,0,0,0,0
104,0.0,True,True,0.28000000000000014,9.974270483622547,0.0,0.0,0.27437257766723633,0.2780716121196747,0.04816637188196182,0,0.27437257766723633,0.28000000000000014,0,0,0,0
105,2.0,True,True,3.4099999999999713,3.627632145758003,5e-05,0.0018307547830180824,3.4139342308044434,3.4028685092926025,0.21605031192302704,0,3.4099999999999713,3.4139342308044434,0,0,0,0
106,1.0,True,True,4.259999999999954,17.490108649510784,0.0016,0.10001266572403286,4.460592746734619,4.251975059509277,1.340593934059143,6,4.259999999999954,4.460592746734619,0,6,1,5
107,0.0,True,True,3.93999999999996,3.991155635134097,0.0001,0.004636764716262132,3.8417809009552,3.9333693981170654,0.285805881023407,3,3.8417809009552,3.93999999999996,3,0,3,0
108,1.0,True,True,0.1,,0.0,0.0,0.5668925046920776,0.0,0.5668925046920776,9,0.1,0.5668925046920776,5,4,9,0
109,1.0,True,True,1.7300000000000013,4.678055551143005,0.0,0.0,1.7183798551559448,1.7244093418121338,0.14063769578933716,1,1.7183798551559448,1.7300000000000013,0,1,0,1
110,2.0,True,False,inf,,0.00215,0.19518371847539612,5.375608444213867,0.0,5.375608444213867,0,,,0,0,0,0
111,2.0,False,True,4.4999999999999485,,,,0.0,4.493401050567627,4.493401050567627,0,,,0,0,0,0
112,0.0,True,True,0.2500000000000001,10.293576661923124,0.0,0.0,0.24162963032722473,0.24531136453151703,0.043835997581481934,0,0.24162963032722473,0.2500000000000001,0,0,0,0
113,0.0,True,True,1.450000000000001,1.6609503274020396,0.0,0.0,1.4451985359191895,1.445675253868103,0.04190139099955559,0,1.4451985359191895,1.450000000000001,0,0,0,0
114,2.0,True,True,1.8300000000000014,0.6647021579412311,0.0,0.0,1.822745442390442,1.823886513710022,0.021182270720601082,0,1.822745442390442,1.8300000000000014,0,0,0,0
115,2.0,True,True,4.739999999999943,10.833944531121045,0.00065,0.04638140424507785,4.765849590301514,4.739526271820068,0.8977198004722595,1,4.739999999999943,4.765849590301514,0,0,0,0
116,1.0,True,True,1.7300000000000013,6.363685272895888,0.00355,0.037154210243118393,1.825218677520752,1.7225031852722168,0.22202400863170624,14,1.7300000000000013,1.825218677520752,2,12,1,13
117,2.0,True,True,2.7899999999999845,8.532763741164187,0.00045,0.011183089655399022,2.812546491622925,2.7852139472961426,0.41732871532440186,1,2.7899999999999845,2.812546491622925,0,0,0,0
118,0.0,True,True,3.9599999999999596,2.4076156868039846,0.00125,0.06323428150989222,4.012789249420166,3.9510984420776367,0.17832329869270325,3,3.9599999999999596,4.012789249420166,2,1,3,0
119,2.0,True,True,3.039999999999979,2.948557916418569,0.0,0.0,3.0324361324310303,3.0364108085632324,0.1561945229768753,0,3.0324361324310303,3.039999999999979,0,0,0,0
120,0.0,True,True,0.9100000000000007,6.44442460121696,0.0,0.0,0.9012348651885986,0.9070304036140442,0.10180444270372391,0,0.9012348651885986,0.9100000000000007,0,0,0,0
121,0.0,True,True,0.22000000000000008,11.97266286608404,0.0,0.0,0.21227611601352692,0.21685950458049774,0.04498668760061264,0,0.21227611601352692,0.22000000000000008,0,0,0,0
122,0.0,True,True,1.5200000000000011,0.9807852457508479,0.0,0.0,1.5151058435440063,1.516519546508789,0.026002366095781326,0,1.5151058435440063,1.5200000000000011,0,0,0,0
123,2.0,True,True,2.489999999999991,8.419185720940515,0.0004,0.007892890050080545,2.5061848163604736,2.489403486251831,0.3670835494995117,1,2.489999999999991,2.5061848163604736,0,0,0,0
124,2.0,True,True,2.06,2.1992694401412707,0.0,0.0,2.0554137229919434,2.05600905418396,0.07889854907989502,2,2.0554137229919434,2.06,0,0,0,0
125,0.0,True,True,2.9799999999999804,55.765858845513925,0.1134,6.854065921261038,4.386242866516113,2.9731085300445557,3.6613717079162598,83,2.9799999999999804,4.386242866516113,77,5,81,1
126,1.0,True,True,2.2299999999999964,81.12609144757944,0.13705,6.038778763183634,3.7450714111328125,2.228151798248291,4.051634311676025,98,2.2299999999999964,3.7450714111328125,3,77,2,78
127,2.0,True,True,3.3599999999999723,6.882163779624786,0.00025,0.00888408453601098,3.363267421722412,3.3553309440612793,0.4033427834510803,0,3.3599999999999723,3.363267421722412,0,0,0,0
128,1.0,True,True,2.249999999999996,6.417379453998948,0.00085,0.01459167695808635,2.3375892639160156,2.242177724838257,0.2734729051589966,8,2.249999999999996,2.3375892639160156,1,7,1,7
129,1.0,True,True,2.0899999999999994,4.403043172302996,0.00035,0.004877212735709677,2.1060898303985596,2.0871059894561768,0.16219232976436615,1,2.0899999999999994,2.1060898303985596,0,1,0,1
130,0.0,True,False,inf,,0.0143,1.3525540246311938,5.486992359161377,0.0,5.486992359161377,0,,,0,0,0,0
131,2.0,True,True,2.669999999999987,0.7659170410470346,0.0,0.0,2.6709680557250977,2.66984224319458,0.03571562096476555,0,2.669999999999987,2.6709680557250977,0,0,0,0
132,0.0,True,True,3.45999999999997,3.9705932899928253,0.0001,0.0037732542318288133,3.46563720703125,3.4518496990203857,0.24003583192825317,0,3.45999999999997,3.46563720703125,0,0,0,0
133,1.0,True,True,4.009999999999959,3.2561210831007403,0.0,0.0,3.9958906173706055,4.002825736999512,0.2273583710193634,1,3.9958906173706055,4.009999999999959,0,1,0,1
134,0.0,True,True,1.410000000000001,1.2183646396974874,0.0,0.0,1.401726245880127,1.4062817096710205,0.03020283579826355,1,1.401726245880127,1.410000000000001,1,0,1,0
135,1.0,True,True,1.0700000000000007,89.47722239370091,0.2294,4.970666640673738,2.6262476444244385,1.063478708267212,2.8243932723999023,77,1.0700000000000007,2.6262476444244385,0,61,0,62
136,2.0,True,True,2.0500000000000003,0.24389326303316328,0.0,0.0,2.0497395992279053,2.0498619079589844,0.008701944723725319,0,2.0497395992279053,2.0500000000000003,0,0,0,0
137,0.0,True,True,0.1,45.348106859770496,0.0,0.0,0.6429968476295471,2.384185791015625e-07,0.6429967284202576,6,0.1,0.6429968476295471,0,6,0,6
138,1.0,True,True,0.1,150.21555831128885,0.0,0.0,0.6541638374328613,2.384185791015625e-07,0.6541640758514404,7,0.1,0.6541638374328613,6,1,7,0
139,1.0,True,True,1.460000000000001,34.824877187273785,0.06215,0.9593333983769177,2.2166099548339844,1.4553308486938477,1.317215085029602,70,1.460000000000001,2.2166099548339844,5,65,6,64
140,0.0,True,True,2.7299999999999858,4.12260064125178,0.00125,0.030222896272666847,2.7742021083831787,2.7237749099731445,0.20407843589782715,4,2.7299999999999858,2.7742021083831787,3,1,4,0
141,2.0,True,True,0.5500000000000004,2.8980673894142335,0.0,0.0,0.5437655448913574,0.5444900393486023,0.027528705075383186,0,0.5437655448913574,0.5500000000000004,0,0,0,0
142,0.0,True,True,4.099999999999957,71.78002317097958,0.0016,0.08743301619324265,4.17064094543457,4.098596572875977,4.848036289215088,1,4.099999999999957,4.17064094543457,1,0,1,0
143,0.0,True,True,1.8100000000000014,25.987024805968552,0.0026,0.028157227049375955,1.8566640615463257,1.8092976808547974,0.825548529624939,2,1.8100000000000014,1.8566640615463257,2,0,2,0
144,0.0,True,True,3.099999999999978,0.12972151222939818,0.0,0.0,3.097630023956299,3.099165201187134,0.007204199209809303,0,3.097630023956299,3.099999999999978,0,0,0,0
145,2.0,True,True,3.0199999999999796,6.192515739975972,0.0,0.0,3.019972562789917,3.0182313919067383,0.32615286111831665,0,3.019972562789917,3.0199999999999796,0,0,0,0
146,2.0,False,False,inf,,,,0.0,0.0,0.0,0,,,0,0,0,0
147,2.0,True,True,2.809999999999984,3.2122956102241984,0.0,0.0,2.805356502532959,2.8095505237579346,0.15743030607700348,1,2.805356502532959,2.809999999999984,0,0,0,0
148,2.0,True,True,2.07,14.410363007848643,0.0007,0.009514616254757788,2.0800399780273438,2.0601649284362793,0.5196506977081299,1,2.07,2.0800399780273438,0,0,0,0
149,0.0,True,True,2.249999999999996,3.3930374812990363,0.00105,0.017446781354521157,2.2997894287109375,2.2464733123779297,0.14475977420806885,2,2.249999999999996,2.2997894287109375,2,0,2,0
150,1.0,True,True,2.429999999999992,88.58816236172338,0.01,0.21283897777831867,2.6028590202331543,2.4292283058166504,3.5163116455078125,9,2.429999999999992,2.6028590202331543,1,8,0,9
151,0.0,True,True,3.1699999999999764,29.538907892621893,0.00645,0.21616039860805283,3.2661285400390625,3.1661086082458496,1.642621636390686,5,3.1699999999999764,3.2661285400390625,4,1,5,0
152,1.0,True,True,2.5999999999999885,4.051782712856451,0.0025,0.060009047860015825,2.7641615867614746,2.592806577682495,0.2553187906742096,10,2.5999999999999885,2.7641615867614746,1,9,1,9
