feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,class
1.025963068008422852e+00,-4.070803165435791016e+00,-2.263984203338623047e+00,6.462686061859130859e+00,7.549586296081542969e+00,3.153766155242919922e+00,-1.781337261199951172e-01,-3.559999942779541016e+00,2.154903650283813477e+00,-1.299554228782653809e+00,-7.174337863922119141e+00,9.077062606811523438e-01,-2.924910545349121094e+00,1.804777145385742188e+00,-2.426748275756835938e+00,2.000000000000000000e+00
-2.968487977981567383e+00,-2.841928720474243164e+00,-1.039380505681037903e-01,5.306172370910644531e-01,-2.527816772460937500e+00,-1.055600643157958984e+00,-3.116300106048583984e+00,-2.660318017005920410e-01,3.758149147033691406e-01,-1.278295040130615234e+00,4.755518436431884766e+00,-2.683837175369262695e+00,2.004065513610839844e+00,1.784676194190979004e+00,-6.817891120910644531e+00,1.000000000000000000e+00
-2.916845560073852539e+00,4.199212551116943359e+00,5.821184635162353516e+00,1.424377441406250000e+00,-2.090616226196289062e+00,-4.990178942680358887e-01,-2.728126525878906250e+00,2.989889621734619141e+00,-9.025980234146118164e-01,2.035509347915649414e+00,-5.645713806152343750e+00,2.412316560745239258e+00,3.685813903808593750e+00,-2.477779388427734375e+00,-5.280752778053283691e-01,0.000000000000000000e+00
-1.356063961982727051e+00,-4.341502666473388672e+00,-3.543106079101562500e+00,5.318357944488525391e+00,8.030476570129394531e+00,1.722553133964538574e+00,-2.016097009181976318e-01,-3.464866876602172852e+00,-6.180235147476196289e-01,-1.420197963714599609e+00,-3.385825634002685547e+00,-2.604780912399291992e+00,-7.766973972320556641e+00,1.451340198516845703e+00,-2.023499727249145508e+00,2.000000000000000000e+00
-3.806269884109497070e+00,-1.501579642295837402e+00,-6.680323600769042969e+00,6.838619232177734375e+00,5.765434741973876953e+00,2.475440979003906250e+00,-1.029229164123535156e+00,-3.385578870773315430e+00,1.896687150001525879e-01,-6.209416985511779785e-01,-5.249375820159912109e+00,9.329611063003540039e-01,-5.728946208953857422e+00,3.948259830474853516e+00,-2.621898651123046875e+00,2.000000000000000000e+00
2.263645380735397339e-01,6.189922809600830078e+00,4.285755157470703125e+00,6.529656648635864258e-01,-5.160251617431640625e+00,-3.611940145492553711e+00,-3.469262599945068359e+00,1.820871829986572266e+00,3.501355648040771484e+00,3.427558660507202148e+00,-5.104005813598632812e+00,3.632790565490722656e+00,2.320744752883911133e+00,-2.765299558639526367e+00,-3.525854349136352539e+00,0.000000000000000000e+00
-1.872351527214050293e+00,-1.928768634796142578e+00,-1.836880207061767578e+00,-1.255372047424316406e+00,-1.275102138519287109e+00,7.890614271163940430e-01,-4.572075366973876953e+00,-1.581724643707275391e+00,1.090907216072082520e+00,2.528370916843414307e-01,4.803172111511230469e+00,-3.869683504104614258e+00,1.298012137413024902e-01,8.813177347183227539e-01,-4.357477188110351562e+00,1.000000000000000000e+00
-9.460692405700683594e-01,3.939461946487426758e+00,-1.986984610557556152e+00,7.452274560928344727e-01,-2.089548110961914062e+00,-2.272891044616699219e+00,-3.886996269226074219e+00,2.014967918395996094e+00,1.604114294052124023e+00,1.220569014549255371e+00,-4.263930797576904297e+00,4.881356239318847656e+00,1.859863519668579102e+00,-4.215292453765869141e+00,-2.649216651916503906e+00,0.000000000000000000e+00
-3.704010486602783203e+00,-3.218164920806884766e+00,1.262227058410644531e+00,-5.593623518943786621e-01,-3.109291315078735352e+00,2.612336874008178711e+00,-3.222566366195678711e+00,-4.847625732421875000e+00,4.317340254783630371e-02,-1.619983315467834473e-01,4.937858581542968750e+00,-2.817386150360107422e+00,-1.045219659805297852e+00,6.177026629447937012e-01,-3.329616785049438477e+00,1.000000000000000000e+00
1.252472519874572754e+00,-6.444116115570068359e+00,-6.934438705444335938e+00,4.848758220672607422e+00,4.307132244110107422e+00,4.174968719482421875e+00,-2.056186676025390625e+00,-4.256049633026123047e+00,-1.797146081924438477e+00,6.351733803749084473e-01,-4.753336906433105469e+00,-6.455397605895996094e-01,-6.260783195495605469e+00,1.782587409019470215e+00,-2.039934396743774414e-01,2.000000000000000000e+00
-4.306391239166259766e+00,9.411116838455200195e-01,9.128499031066894531e-01,-3.233742952346801758e+00,-1.261526942253112793e+00,8.265139460563659668e-01,-3.598159790039062500e+00,-8.487212657928466797e-01,4.384591877460479736e-01,-1.727519273757934570e+00,2.807147026062011719e+00,-3.822428703308105469e+00,1.037637710571289062e+00,5.756889581680297852e-01,-4.491618633270263672e+00,1.000000000000000000e+00
-9.099745750427246094e-01,-1.164188981056213379e+00,-5.582987308502197266e+00,1.333605289459228516e+00,6.898554801940917969e+00,1.244509816169738770e-01,-5.075941681861877441e-01,-2.941599607467651367e+00,2.321661472320556641e+00,-1.382637500762939453e+00,-3.025421619415283203e+00,1.524496436119079590e+00,-6.134830474853515625e+00,5.557764530181884766e+00,-1.015888452529907227e+00,2.000000000000000000e+00
-5.134228706359863281e+00,-1.203505277633666992e+00,-2.748758494853973389e-01,-1.424628257751464844e+00,-1.194242477416992188e+00,-1.172414541244506836e+00,-6.158263206481933594e+00,-2.974688529968261719e+00,2.804710566997528076e-01,-1.270383119583129883e+00,5.250494480133056641e+00,-1.201740026473999023e+00,5.667636394500732422e-01,1.433731436729431152e+00,-4.112492084503173828e+00,1.000000000000000000e+00
8.517477512359619141e-01,-6.135749340057373047e+00,9.666134715080261230e-01,3.452942609786987305e+00,6.109437942504882812e+00,8.276034593582153320e-01,-1.586044073104858398e+00,-5.215097427368164062e+00,-2.391622066497802734e+00,-1.022690057754516602e+00,-3.854715585708618164e+00,-3.765597939491271973e-01,-4.291444778442382812e+00,3.688941955566406250e+00,-2.308475494384765625e+00,2.000000000000000000e+00
-2.680121183395385742e+00,3.201284170150756836e+00,8.435308337211608887e-01,2.442935943603515625e+00,-4.365983486175537109e+00,-6.308209419250488281e+00,-3.823905944824218750e+00,5.933537960052490234e+00,2.170774936676025391e+00,1.175740480422973633e+00,-7.174372673034667969e+00,4.497696399688720703e+00,3.085590600967407227e+00,-4.330408096313476562e+00,-2.355194330215454102e+00,0.000000000000000000e+00
-4.178586483001708984e+00,-4.248139381408691406e+00,-5.076292157173156738e-01,-1.903803825378417969e+00,-2.689019441604614258e+00,2.036517858505249023e+00,-6.193572998046875000e+00,-5.040559768676757812e+00,-2.460000276565551758e+00,2.525455951690673828e-01,3.285057067871093750e+00,-4.150855541229248047e+00,1.896456718444824219e+00,-6.346921622753143311e-02,-3.841814994812011719e+00,1.000000000000000000e+00
-2.694530725479125977e+00,-2.238733053207397461e+00,9.932965636253356934e-01,-1.122007369995117188e+00,-1.647796154022216797e+00,4.366680514067411423e-03,-3.678868770599365234e+00,-1.344927668571472168e+00,-1.110073804855346680e+00,1.311601102352142334e-01,1.459877610206604004e+00,-3.889274120330810547e+00,-7.176653742790222168e-01,5.094110369682312012e-01,-2.497621536254882812e+00,1.000000000000000000e+00
-3.332142114639282227e+00,-2.394811630249023438e+00,-5.817795991897583008e-01,-4.500387907028198242e-01,-2.153002738952636719e+00,4.964753687381744385e-01,-4.659048080444335938e+00,-4.936549186706542969e+00,-2.422087192535400391e+00,-1.207742929458618164e+00,3.078606128692626953e+00,-5.863334983587265015e-02,-7.815899252891540527e-01,-6.114506125450134277e-01,-5.607240200042724609e+00,1.000000000000000000e+00
1.378787279129028320e+00,-2.428886175155639648e+00,-5.340825557708740234e+00,5.046459197998046875e+00,6.273966312408447266e+00,2.750256299972534180e+00,-1.851678013801574707e+00,-3.297610521316528320e+00,2.669331550598144531e+00,7.192053198814392090e-01,-5.301179885864257812e+00,-8.416146636009216309e-01,-5.393932819366455078e+00,2.737335681915283203e+00,-5.109820842742919922e+00,2.000000000000000000e+00
8.018530607223510742e-01,-2.574553489685058594e-01,-4.986887931823730469e+00,4.291218280792236328e+00,4.352535724639892578e+00,3.345770597457885742e+00,-1.251634359359741211e+00,-3.637422323226928711e+00,2.261304140090942383e+00,-8.697251677513122559e-01,-3.629183053970336914e+00,-3.691640496253967285e-01,-7.374652862548828125e+00,8.039126396179199219e+00,-1.319941043853759766e+00,2.000000000000000000e+00
-1.089078467339277267e-02,6.437605381011962891e+00,1.652983069419860840e+00,3.454729318618774414e-01,-4.268782138824462891e+00,-1.994279265403747559e+00,-2.958827733993530273e+00,5.740616321563720703e+00,2.524054527282714844e+00,-3.676013350486755371e-01,-4.372708797454833984e+00,3.111520528793334961e+00,2.555054903030395508e+00,-2.620717525482177734e+00,-1.928402185440063477e+00,0.000000000000000000e+00
1.691459536552429199e+00,-5.362320423126220703e+00,-5.098937034606933594e+00,4.397011280059814453e+00,6.149255752563476562e+00,2.216643333435058594e+00,-2.839538455009460449e-01,-2.614540576934814453e+00,2.353677749633789062e-01,1.085763216018676758e+00,-4.204989433288574219e+00,-7.966575622558593750e-01,-5.075144767761230469e+00,4.087945461273193359e+00,-3.034767150878906250e+00,2.000000000000000000e+00
4.103340208530426025e-01,3.449367582798004150e-01,-5.211369037628173828e+00,7.620474338531494141e+00,4.016829967498779297e+00,2.732977151870727539e+00,-6.585052609443664551e-01,-4.158589839935302734e+00,2.584267139434814453e+00,1.763947963714599609e+00,-2.641416311264038086e+00,1.640672981739044189e-01,-2.145824432373046875e+00,5.408235073089599609e+00,-3.512514829635620117e+00,2.000000000000000000e+00
-3.906040906906127930e+00,-6.545829772949218750e-01,-2.277452707290649414e+00,-1.153354167938232422e+00,-2.444937944412231445e+00,1.994726181030273438e+00,-2.684261798858642578e+00,-3.195394277572631836e+00,-1.957940578460693359e+00,2.283562272787094116e-01,1.653378605842590332e+00,-1.194084525108337402e+00,1.056107282638549805e+00,1.181409955024719238e+00,-3.949084997177124023e+00,1.000000000000000000e+00
1.562045663595199585e-01,3.205681324005126953e+00,2.538732290267944336e+00,-1.068221688270568848e+00,-4.597484588623046875e+00,-2.122044563293457031e+00,-4.778555870056152344e+00,5.475834369659423828e+00,1.818090081214904785e+00,6.182359218597412109e+00,-4.653506755828857422e+00,2.589490652084350586e+00,3.272631883621215820e+00,-4.321132183074951172e+00,-1.715980291366577148e+00,0.000000000000000000e+00
-1.757869482040405273e+00,-3.792285680770874023e+00,7.079904675483703613e-01,-2.536048173904418945e+00,-2.515077114105224609e+00,2.078783512115478516e+00,-5.143062114715576172e+00,-1.239547491073608398e+00,-3.583935022354125977e+00,1.275679588317871094e+00,1.855103850364685059e+00,-4.543938159942626953e+00,-2.010689496994018555e+00,5.511493980884552002e-02,-7.396913528442382812e+00,1.000000000000000000e+00
-2.156256914138793945e+00,-5.512956142425537109e+00,6.258153319358825684e-01,-2.459653615951538086e+00,-1.175045490264892578e+00,2.190007448196411133e+00,-3.862983226776123047e+00,-2.333055734634399414e+00,-2.545925617218017578e+00,-2.457675218582153320e+00,5.398899078369140625e+00,-4.300869464874267578e+00,2.494038581848144531e+00,-3.651043772697448730e-01,-3.747710227966308594e+00,1.000000000000000000e+00
3.604588270187377930e+00,-3.235567808151245117e+00,-1.037486076354980469e+00,2.543756246566772461e+00,4.607791423797607422e+00,1.939690351486206055e+00,-2.696105241775512695e+00,-4.732961177825927734e+00,7.753702402114868164e-01,1.996782660484313965e+00,-1.645777106285095215e+00,5.557358860969543457e-01,-5.367642402648925781e+00,3.068354368209838867e+00,-1.299487113952636719e+00,2.000000000000000000e+00
-2.926378250122070312e+00,-2.506940126419067383e+00,-1.277174353599548340e-01,-2.285490036010742188e+00,-5.402772903442382812e+00,2.774634838104248047e+00,-3.369173765182495117e+00,-2.069236516952514648e+00,-7.387079000473022461e-01,-1.681896328926086426e+00,1.350166320800781250e+00,-3.428789138793945312e+00,2.194492101669311523e+00,-8.289658427238464355e-01,-8.476094245910644531e+00,1.000000000000000000e+00
-5.230888724327087402e-01,5.628195285797119141e+00,1.883901000022888184e+00,4.069223880767822266e+00,-3.918853521347045898e+00,-4.110079765319824219e+00,-5.132670879364013672e+00,2.438512802124023438e+00,1.726118773221969604e-01,-7.040752470493316650e-02,-5.081454277038574219e+00,4.785309314727783203e+00,-9.977732598781585693e-02,-3.029533147811889648e+00,-3.118549108505249023e+00,0.000000000000000000e+00
-8.198354244232177734e-01,4.124911308288574219e+00,2.095122575759887695e+00,1.778231978416442871e+00,-2.189977884292602539e+00,-5.429863452911376953e+00,-4.962000370025634766e+00,3.557376623153686523e+00,1.739124059677124023e+00,9.217250943183898926e-01,-4.927986621856689453e+00,4.744073867797851562e+00,2.267721176147460938e+00,-3.969081640243530273e+00,-3.033631563186645508e+00,0.000000000000000000e+00
3.199316978454589844e+00,-4.085102558135986328e+00,-4.597787380218505859e+00,5.680603027343750000e+00,7.224030494689941406e+00,2.115645647048950195e+00,1.342805624008178711e-01,-4.445571899414062500e+00,5.134372115135192871e-01,-2.241404205560684204e-01,-5.515969753265380859e+00,6.597862243652343750e-01,6.835722923278808594e-02,5.751605033874511719e+00,-2.569549560546875000e+00,2.000000000000000000e+00
-1.524034857749938965e+00,3.392441749572753906e+00,1.124435186386108398e+00,3.493809223175048828e+00,-3.601152181625366211e+00,-4.482620239257812500e+00,-4.480917930603027344e+00,4.467397689819335938e+00,1.088589668273925781e+00,1.772134423255920410e+00,-5.769180297851562500e+00,3.705902338027954102e+00,2.427713871002197266e+00,-2.368386983871459961e+00,-4.673020362854003906e+00,0.000000000000000000e+00
2.048464864492416382e-01,5.700536251068115234e+00,4.563090801239013672e+00,1.493856668472290039e+00,1.618630766868591309e+00,-4.820641040802001953e+00,-5.017121315002441406e+00,3.570465326309204102e+00,-1.116975545883178711e+00,3.644463300704956055e+00,-3.438856363296508789e+00,4.727599143981933594e+00,2.522801637649536133e+00,-5.119189739227294922e+00,-4.365637779235839844e+00,0.000000000000000000e+00
-1.390969157218933105e+00,5.532748103141784668e-01,-1.230227231979370117e+00,1.426863670349121094e+00,-2.818792819976806641e+00,1.919000983238220215e+00,-1.489740729331970215e+00,-2.296168327331542969e+00,-1.828294396400451660e+00,7.623212933540344238e-01,1.186830401420593262e+00,-1.282670140266418457e+00,3.565584719181060791e-01,5.751992762088775635e-02,-5.441747188568115234e+00,1.000000000000000000e+00
-1.129915118217468262e+00,3.806488037109375000e+00,1.219257473945617676e+00,1.040679931640625000e+00,-2.918518066406250000e+00,-1.694791674613952637e+00,-4.021430492401123047e+00,4.624657154083251953e+00,1.991074919700622559e+00,6.112027168273925781e+00,-7.509203433990478516e+00,3.667197704315185547e+00,5.535510540008544922e+00,-3.404628515243530273e+00,-1.853045582771301270e+00,0.000000000000000000e+00
-1.558285117149353027e+00,4.598487854003906250e+00,3.290683507919311523e+00,1.175727128982543945e+00,-6.285879135131835938e+00,-1.519243597984313965e+00,-5.341864585876464844e+00,6.828737735748291016e+00,2.041422843933105469e+00,2.187184333801269531e+00,-4.135164260864257812e+00,4.536351680755615234e+00,2.594777345657348633e+00,-2.565211534500122070e+00,-1.854264616966247559e+00,0.000000000000000000e+00
1.227290153503417969e+00,-7.012715816497802734e+00,-6.827361106872558594e+00,4.130457878112792969e+00,3.904116153717041016e+00,3.092029094696044922e+00,-2.657959461212158203e+00,-1.725815176963806152e+00,-1.598582148551940918e+00,-1.445336192846298218e-01,-2.537601947784423828e+00,1.004076838493347168e+00,-3.475205421447753906e+00,5.489877700805664062e+00,-3.318170070648193359e+00,2.000000000000000000e+00
-3.948056459426879883e+00,-2.435276955366134644e-01,-2.351251602172851562e+00,-2.450975179672241211e+00,-1.692388534545898438e+00,4.973389625549316406e+00,-5.642378807067871094e+00,-4.173954486846923828e+00,-8.283340334892272949e-01,1.367711544036865234e+00,1.915611505508422852e+00,-5.435353279113769531e+00,7.929682135581970215e-01,1.846407771110534668e+00,-1.867513179779052734e+00,1.000000000000000000e+00
-1.000004887580871582e+00,4.641233921051025391e+00,3.052005529403686523e+00,3.356786012649536133e+00,-3.619590044021606445e+00,-3.269460678100585938e+00,-5.310937881469726562e+00,4.544254302978515625e+00,5.334323644638061523e-01,1.602140188217163086e+00,-3.978930234909057617e+00,6.251480102539062500e+00,1.226658094674348831e-02,-2.335441350936889648e+00,-3.587055206298828125e+00,0.000000000000000000e+00
1.515340924263000488e+00,4.840567111968994141e+00,2.560653686523437500e+00,-4.192572236061096191e-01,-1.343691587448120117e+00,-3.552771091461181641e+00,-5.287608623504638672e+00,3.757293939590454102e+00,1.719092130661010742e+00,2.289548873901367188e+00,-2.984925031661987305e+00,5.275055885314941406e+00,2.898513793945312500e+00,-2.274820566177368164e+00,-2.432294607162475586e+00,0.000000000000000000e+00
-1.968156695365905762e+00,4.353950500488281250e+00,2.933826923370361328e+00,-6.606333851814270020e-01,-3.982530593872070312e+00,-6.145727157592773438e+00,-4.951644897460937500e+00,3.521610260009765625e+00,1.354623794555664062e+00,2.440090656280517578e+00,-3.438271045684814453e+00,2.389598846435546875e+00,1.095010876655578613e+00,-2.083172082901000977e+00,-6.240192413330078125e+00,0.000000000000000000e+00
-1.352920174598693848e+00,7.479680538177490234e+00,4.673107147216796875e+00,-1.005559563636779785e+00,-2.656448125839233398e+00,-4.664660930633544922e+00,-4.131903648376464844e+00,3.764317512512207031e+00,-5.719304084777832031e-01,3.668452501296997070e+00,-4.489200592041015625e+00,4.272073745727539062e+00,2.667261600494384766e+00,-2.666943550109863281e+00,-2.569862842559814453e+00,0.000000000000000000e+00
-1.984670519828796387e+00,6.508811473846435547e+00,3.792260408401489258e+00,1.482635736465454102e+00,-3.461890935897827148e+00,-2.245446681976318359e+00,-4.841241359710693359e+00,1.164721608161926270e+00,1.001851439476013184e+00,2.685404777526855469e+00,-3.110138416290283203e+00,2.537304878234863281e+00,3.140059471130371094e+00,-2.989564418792724609e+00,-4.833628177642822266e+00,0.000000000000000000e+00
-5.458465218544006348e-01,-1.879901766777038574e+00,1.112755060195922852e+00,-2.696616649627685547e+00,-1.329718828201293945e+00,2.772920608520507812e+00,-7.020809054374694824e-01,2.204617671668529510e-02,-5.050445199012756348e-01,-2.755866289138793945e+00,3.050168752670288086e+00,-3.892026424407958984e+00,4.948112070560455322e-01,-9.003430604934692383e-01,-4.850746154785156250e+00,1.000000000000000000e+00
2.270897150039672852e+00,-8.449144959449768066e-01,-7.586997032165527344e+00,3.542988061904907227e+00,6.606693744659423828e+00,9.816787242889404297e-01,-7.453857660293579102e-01,-2.322278022766113281e+00,1.799820542335510254e+00,-2.730672121047973633e+00,-3.961897134780883789e+00,2.139791011810302734e+00,-2.347588777542114258e+00,4.405024528503417969e+00,-3.878056764602661133e+00,2.000000000000000000e+00
-1.905476212501525879e+00,-1.582134604454040527e+00,1.461238384246826172e+00,-1.274768948554992676e+00,-3.238976001739501953e+00,2.264075517654418945e+00,-1.914000391960144043e+00,-3.449975490570068359e+00,-2.200298786163330078e+00,-6.841397881507873535e-01,5.281496524810791016e+00,-2.158559083938598633e+00,-1.843785881996154785e+00,7.846714854240417480e-01,-4.904314041137695312e+00,1.000000000000000000e+00
-3.199162721633911133e+00,6.231272697448730469e+00,1.868583440780639648e+00,5.735999941825866699e-01,-2.312749624252319336e+00,-2.319306850433349609e+00,-5.470411300659179688e+00,4.866113662719726562e+00,1.704778969287872314e-01,4.810085296630859375e+00,-6.036446094512939453e+00,5.058314800262451172e+00,2.151399850845336914e+00,4.574345648288726807e-01,-5.038481712341308594e+00,0.000000000000000000e+00
2.186583042144775391e+00,-3.104156017303466797e+00,-5.119901180267333984e+00,5.917994976043701172e+00,3.474968433380126953e+00,1.776311397552490234e+00,5.861261487007141113e-01,-3.977266073226928711e+00,6.973065137863159180e-01,-5.899465084075927734e-01,-2.504337787628173828e+00,8.836507797241210938e-01,-3.194721460342407227e+00,2.218870162963867188e+00,-9.884764552116394043e-01,2.000000000000000000e+00
-3.001843452453613281e+00,-1.843938589096069336e+00,2.259712219238281250e+00,-1.719682097434997559e+00,-4.349990367889404297e+00,-6.169387698173522949e-01,-3.639598608016967773e+00,-3.171570539474487305e+00,-1.774394392967224121e+00,-1.120350480079650879e+00,4.337117195129394531e+00,-3.883710622787475586e+00,-4.236687421798706055e-01,2.000071048736572266e+00,-5.382968902587890625e+00,1.000000000000000000e+00
-4.971862316131591797e+00,-4.580053687095642090e-01,-1.099689722061157227e+00,-2.893150746822357178e-01,-2.124957561492919922e+00,8.806738257408142090e-01,-4.335525989532470703e+00,-1.148330330848693848e+00,-6.709475517272949219e+00,1.265405654907226562e+00,1.482997894287109375e+00,-2.391326904296875000e+00,6.748828291893005371e-01,2.836611747741699219e+00,-4.238872051239013672e+00,1.000000000000000000e+00
1.933007359504699707e+00,-5.489084720611572266e+00,-3.702294111251831055e+00,3.631190061569213867e+00,1.873702287673950195e+00,1.957952022552490234e+00,-1.182296633720397949e+00,-6.743226051330566406e+00,2.797908067703247070e+00,-1.734080612659454346e-01,-4.160406112670898438e+00,-2.501027107238769531e+00,-6.988537788391113281e+00,3.495481491088867188e+00,-4.099610328674316406e+00,2.000000000000000000e+00
-1.073463559150695801e+00,6.828498363494873047e+00,1.963396787643432617e+00,1.274937033653259277e+00,-1.968533396720886230e+00,-4.553399085998535156e+00,-7.661504268646240234e+00,4.045122146606445312e+00,2.494153976440429688e+00,5.355713143944740295e-02,-3.788825273513793945e+00,5.714548110961914062e+00,-8.581797778606414795e-02,-4.281041622161865234e+00,-3.775493383407592773e+00,0.000000000000000000e+00
