idx,dataset,y,pred_target,crawler_success,gs_success,gs_radius_found,angle_x_crawler_gs_deg,sphere_frac,sphere_vol,dist_x_to_crawler,dist_x_to_gs,dist_crawler_to_gs,ring_n,ring_r_min,ring_r_max,ring_count_y0,ring_count_y1,ring_count_pred0,ring_count_pred1,attr_methods,attr_baselines,attr_ig_steps,attr_topk,attr_sg_samples,attr_sg_stdevs,attr_sg_nt_type,attr_perturb_samples,attr_ig_zero_success,attr_ig_zero_sensitivity,attr_ig_zero_fidelity_del_auc,attr_ig_zero_fidelity_ins_auc,attr_ig_zero_fidelity_del_delta_topk,attr_ig_zero_fidelity_ins_delta_topk,attr_ig_zero_stability_lipschitz,attr_ig_zero_stability_mean_attr_change,attr_ig_zero_cosine_truegrad,attr_ig_zero_boundary_alignment,attr_ig_boundary_success,attr_ig_boundary_sensitivity,attr_ig_boundary_fidelity_del_auc,attr_ig_boundary_fidelity_ins_auc,attr_ig_boundary_fidelity_del_delta_topk,attr_ig_boundary_fidelity_ins_delta_topk,attr_ig_boundary_stability_lipschitz,attr_ig_boundary_stability_mean_attr_change,attr_ig_boundary_cosine_truegrad,attr_ig_boundary_boundary_alignment,attr_lime_zero_success,attr_lime_zero_sensitivity,attr_lime_zero_fidelity_del_auc,attr_lime_zero_fidelity_ins_auc,attr_lime_zero_fidelity_del_delta_topk,attr_lime_zero_fidelity_ins_delta_topk,attr_lime_zero_stability_lipschitz,attr_lime_zero_stability_mean_attr_change,attr_lime_zero_cosine_truegrad,attr_lime_zero_boundary_alignment,attr_lime_boundary_success,attr_lime_boundary_sensitivity,attr_lime_boundary_fidelity_del_auc,attr_lime_boundary_fidelity_ins_auc,attr_lime_boundary_fidelity_del_delta_topk,attr_lime_boundary_fidelity_ins_delta_topk,attr_lime_boundary_stability_lipschitz,attr_lime_boundary_stability_mean_attr_change,attr_lime_boundary_cosine_truegrad,attr_lime_boundary_boundary_alignment,attr_ks_zero_success,attr_ks_zero_sensitivity,attr_ks_zero_fidelity_del_auc,attr_ks_zero_fidelity_ins_auc,attr_ks_zero_fidelity_del_delta_topk,attr_ks_zero_fidelity_ins_delta_topk,attr_ks_zero_stability_lipschitz,attr_ks_zero_stability_mean_attr_change,attr_ks_zero_cosine_truegrad,attr_ks_zero_boundary_alignment,attr_ks_boundary_success,attr_ks_boundary_sensitivity,attr_ks_boundary_fidelity_del_auc,attr_ks_boundary_fidelity_ins_auc,attr_ks_boundary_fidelity_del_delta_topk,attr_ks_boundary_fidelity_ins_delta_topk,attr_ks_boundary_stability_lipschitz,attr_ks_boundary_stability_mean_attr_change,attr_ks_boundary_cosine_truegrad,attr_ks_boundary_boundary_alignment
10,data_wgs,1,1,True,True,0.7,2.7848882436072873,5e-05,2.1588999001282137e-05,0.3707287907600403,0.3706229031085968,0.0180157832801342,3,0.3707287907600403,0.7,1,2,1,2,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.7256144881248474,1.416407823562622,1.0803658962249756,1.0803658962249756,5.280637741088867,0.042124748059238,0.8075330257415771,-0.0663372278213501,True,,0.5450727939605713,1.1120495796203613,1.8208270072937012,1.8208270072937012,4.236268043518066,0.04516400210559368,0.9833605885505676,-0.9740506410598755,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
11,data_wgs,0,0,True,True,0.7,15.841025505548659,0.00265,0.0024689967617654326,0.54458087682724,0.613085150718689,0.17335522174835205,2,0.54458087682724,0.7,2,0,2,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,1.3179328441619873,1.463740587234497,3.472661018371582,3.472661018371582,33.54887771606445,0.07246244888131817,0.9683820009231567,-0.5456855297088623,True,,1.276937484741211,1.992692232131958,2.5330395698547363,2.5330395698547363,3.8083245754241943,0.024319044267758726,0.995844841003418,-0.6049820780754089,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
12,data_wgs,1,1,True,True,0.7,37.44056682221534,0.0018,0.0010883476874431273,0.43870505690574646,0.47901904582977295,0.2970063388347626,4,0.43870505690574646,0.7,0,4,0,4,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,-0.8900259137153625,2.0045995712280273,2.0404746532440186,2.0404746532440186,52.712467193603516,0.1501857527832423,0.8150270581245422,-0.9696429967880249,True,,1.2402898073196411,1.80149245262146,2.245610475540161,2.245610475540161,4.7514519691467285,0.029561925943319998,0.9934574961662292,0.6015705466270447,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
13,data_wgs,0,0,True,True,0.7,41.60954118286894,0.00575,0.0025364572276667646,0.3747183084487915,0.45692726969718933,0.30522072315216064,3,0.3747183084487915,0.7,3,0,3,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,-0.6200110912322998,2.3128204345703125,3.695375442504883,3.695375442504883,23.59168815612793,0.10761840779644748,0.8699493408203125,0.9367793202400208,True,,0.8859106302261353,1.9619799852371216,3.233760118484497,3.233760118484497,7.933837413787842,0.07231984737639625,0.97978675365448,0.7554008364677429,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
14,data_wgs,0,0,True,True,0.7,178.90652893232152,0.00335,0.0021302187081029757,0.44989871978759766,0.6750221848487854,1.1248717308044434,4,0.44989871978759766,0.7,4,0,4,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,1.8762558698654175,0.5413423180580139,3.2570700645446777,3.2570700645446777,11.329044342041016,0.041433059773407874,0.9974111318588257,-0.7590750455856323,True,,0.9940255880355835,2.0007402896881104,2.511397361755371,2.511397361755371,16.510356903076172,0.0366372877266258,0.3767454922199249,-0.992119550704956,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
15,data_wgs,0,0,True,True,0.7,9.913989123073662,0.0008,0.0004313691633808822,0.4142901599407196,0.41171181201934814,0.07141905277967453,2,0.4142901599407196,0.7,2,0,2,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.7031375169754028,1.5652086734771729,2.8176827430725098,2.8176827430725098,76.00468444824219,0.13521997560746968,0.9468342661857605,-0.9976688623428345,True,,0.6486813426017761,1.677170753479004,2.0982418060302734,2.0982418060302734,5.656374931335449,0.05377117379878958,0.926478922367096,0.9998221397399902,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
16,data_wgs,1,1,True,True,0.7,25.768365089580183,0.00785,0.005207821665921086,0.4595346748828888,0.5915530920028687,0.2673813998699188,3,0.4595346748828888,0.7,0,3,0,3,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,1.147794246673584,1.704092025756836,1.9011502265930176,1.9011502265930176,13.287062644958496,0.05650594007456675,0.9970370531082153,0.9869763255119324,True,,0.8057366013526917,1.989439845085144,2.3167121410369873,2.3167121410369873,4.444948673248291,0.01867460161447525,0.9347380995750427,-0.9194791913032532,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
17,data_wgs,0,0,True,True,0.7,4.752911136987548,0.00325,0.003684198417794146,0.6006962060928345,0.5890206694602966,0.050691477954387665,1,0.6006962060928345,0.7,1,0,1,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.24924057722091675,0.16275185346603394,5.496170520782471,5.496170520782471,27.03118133544922,0.12786683402955532,0.9405142664909363,-0.5001689195632935,True,,2.335418224334717,2.9360735416412354,4.5291948318481445,4.5291948318481445,5.638813495635986,0.0686409248970449,0.9631506204605103,0.5035452246665955,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
18,data_wgs,0,0,True,True,0.7,33.61048707519385,0.1015,0.004909591037278484,0.12408369034528732,0.339540034532547,0.2459847331047058,8,0.12408369034528732,0.7,2,6,2,6,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.45251473784446716,0.048769205808639526,1.3468135595321655,1.3468135595321655,26.92829132080078,0.09585694838315248,0.711841881275177,-0.19533422589302063,True,,0.41525501012802124,0.6353331804275513,0.44430676102638245,0.44430676102638245,5.222541809082031,0.041190238882942744,0.9999998807907104,0.6851806044578552,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
19,data_wgs,0,0,True,True,1.0499999999999998,38.94661516526477,0.0,0.0,0.760158121585846,0.9710489511489868,0.6104175448417664,4,0.760158121585846,1.0499999999999998,4,0,4,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,2.5377297401428223,3.072873115539551,8.186263084411621,8.186263084411621,12.245984077453613,0.06579062301898375,0.8975687623023987,0.9376363158226013,True,,2.248483180999756,5.495905876159668,7.372651100158691,7.372651100158691,10.051807403564453,0.08170443108926216,0.9309690594673157,0.9950389266014099,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
20,data_wgs,0,0,True,True,0.7,163.4687436568363,0.01605,0.02300427744721713,0.6754478812217712,0.6874308586120605,1.3487225770950317,0,0.6754478812217712,0.7,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.6905946731567383,0.9519723653793335,3.907076358795166,3.907076358795166,22.2187442779541,0.038116992214539396,0.9867448806762695,-0.6325855851173401,True,,1.2856640815734863,2.3257622718811035,3.4362034797668457,3.4362034797668457,61.092350006103516,0.05139347660976152,0.9998745918273926,-0.5189700126647949,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
21,data_wgs,1,1,True,True,0.7,12.10182099050145,0.0004,0.000502303854003166,0.6322346925735474,0.6325058341026306,0.13331937789916992,1,0.6322346925735474,0.7,0,1,0,1,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,1.920265793800354,1.4810467958450317,3.8699259757995605,3.8699259757995605,37.211734771728516,0.09645467840600759,0.9581528306007385,-0.6584134101867676,True,,2.032454252243042,2.879293918609619,4.036923885345459,4.036923885345459,5.571937084197998,0.05937850163318217,0.9919170141220093,-0.5393610000610352,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
22,data_wgs,1,1,True,True,0.7,2.2683401000099788,0.03095,0.031736746243015625,0.5713154077529907,0.5925313234329224,0.03131451830267906,5,0.5713154077529907,0.7,0,5,0,5,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.42284899950027466,1.5045279264450073,2.6270925998687744,2.6270925998687744,11.171854019165039,0.07128527732566,0.8271251916885376,0.9608895182609558,True,,1.7233041524887085,1.8800575733184814,2.99115252494812,2.99115252494812,6.185642719268799,0.05553359594196081,0.9380253553390503,-0.4472460448741913,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
23,data_wgs,1,1,True,True,1.0499999999999998,20.66849329696383,0.0,0.0,0.8259844183921814,0.9002373218536377,0.3181665241718292,1,0.8259844183921814,1.0499999999999998,0,1,0,1,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,1.0462826490402222,0.5139485597610474,5.1522746086120605,5.1522746086120605,7.758910179138184,0.03518290295420835,0.8994441032409668,0.6217997670173645,True,,2.958731174468994,3.2501087188720703,5.337617874145508,5.337617874145508,4.8952317237854,0.052180556549380225,0.9996244311332703,0.12978842854499817,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
24,data_wgs,0,0,True,True,0.7,60.22486438665688,0.0331,0.037978764124981926,0.6043401956558228,0.5952602028846741,0.60188889503479,0,0.6043401956558228,0.7,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.9173961877822876,1.6175733804702759,3.422757625579834,3.422757625579834,22.13437843322754,0.04904862344264984,0.9984745383262634,0.7763108015060425,True,,1.245822787284851,1.8829915523529053,2.5427279472351074,2.5427279472351074,4.6362504959106445,0.032580475338424245,0.9999691247940063,0.3962629437446594,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
25,data_wgs,0,0,True,True,0.7,173.77497332688066,0.06645,0.07248119872891773,0.5892373323440552,0.6899339556694031,1.2772960662841797,3,0.5892373323440552,0.7,3,0,3,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,-0.3452512323856354,1.7425743341445923,3.042062282562256,3.042062282562256,9.937189102172852,0.07091518281182894,0.06947239488363266,-0.9632203578948975,True,,1.4993793964385986,1.7142925262451172,2.1991360187530518,2.1991360187530518,3.4313271045684814,0.025322758588784685,0.6210958957672119,0.864751935005188,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
26,data_wgs,1,1,True,True,0.7,14.013444402531778,0.0024,0.0016053631797328977,0.46143028140068054,0.5039665699005127,0.12510378658771515,3,0.46143028140068054,0.7,0,3,0,3,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.7639376521110535,2.4328808784484863,2.3898775577545166,2.3898775577545166,59.062355041503906,0.22194055813985566,0.9143635034561157,-0.9879682064056396,True,,1.0802466869354248,2.3659064769744873,2.558896064758301,2.558896064758301,5.296459197998047,0.04717386819732686,0.9556893110275269,0.9999327063560486,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
27,data_wgs,1,1,True,True,0.7,41.93476955423343,0.0005,0.00036269542519774573,0.4805195927619934,0.5757085680961609,0.3882681429386139,2,0.4805195927619934,0.7,0,2,0,2,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,-0.7343277335166931,0.644766092300415,2.647831678390503,2.647831678390503,32.84794616699219,0.10590500204125419,0.9393802285194397,-0.8717578053474426,True,,0.9970083236694336,2.325260877609253,3.22914981842041,3.22914981842041,6.293338298797607,0.06254140464589,0.965467631816864,-0.9412174820899963,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
28,data_wgs,0,0,True,True,0.7,20.080511800440394,0.00375,0.00387416869705245,0.5734541416168213,0.6662967205047607,0.2346775233745575,3,0.5734541416168213,0.7,3,0,3,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.5032849907875061,2.3066604137420654,3.898343086242676,3.898343086242676,41.37233352661133,0.12823374345898628,0.9825025796890259,-0.9995729923248291,True,,0.8406660556793213,2.464158296585083,3.333786725997925,3.333786725997925,13.86414623260498,0.020179727099214992,0.9843537211418152,-0.9966182112693787,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
29,data_wgs,1,1,True,True,1.0499999999999998,2.45761364748211,0.0,0.0,0.8215177059173584,0.8223006129264832,0.03526126593351364,2,0.8215177059173584,1.0499999999999998,0,2,0,2,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.7432539463043213,1.6121180057525635,5.803814888000488,5.803814888000488,6.265528202056885,0.02413723707043876,0.9953956007957458,-0.9783248901367188,True,,2.9038660526275635,3.78090763092041,6.212063789367676,6.212063789367676,6.051198959350586,0.07061615413210044,0.9919627904891968,-0.9911296963691711,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
30,data_wgs,1,1,True,True,0.7,34.37970655952652,0.00535,0.0012837156572378158,0.2763647139072418,0.2792549431324005,0.16423042118549347,8,0.2763647139072418,0.7,2,6,2,6,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,-0.09765744209289551,-0.9431595802307129,1.56673002243042,1.56673002243042,7.204037189483643,0.038406060106353834,0.9187101125717163,0.9920518398284912,True,,0.9780189990997314,1.2134838104248047,2.167888879776001,2.167888879776001,6.409322261810303,0.08269612820198138,0.9602724313735962,0.9987050294876099,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
31,data_wgs,1,1,True,True,1.0499999999999998,14.079715476427747,0.00165,0.003135213660265976,0.7777081727981567,0.765846848487854,0.1895437240600586,5,0.7777081727981567,1.0499999999999998,0,5,0,5,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.6056833267211914,0.06489944458007812,5.43696928024292,5.43696928024292,63.19103240966797,0.15337799513557304,0.9410001039505005,-0.9233306050300598,True,,2.571157693862915,3.6820082664489746,5.8714823722839355,5.8714823722839355,6.117727279663086,0.06265732379009327,0.966206431388855,-0.9964072704315186,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
32,data_wgs,0,0,True,True,0.7,8.33275782326458,0.0,0.0,0.508476734161377,0.5086000561714172,0.07389362156391144,3,0.508476734161377,0.7,3,0,3,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.4541316032409668,2.4590094089508057,3.96431827545166,3.96431827545166,28.73542022705078,0.05212418809533119,0.7989884614944458,0.9999998211860657,True,,0.838847815990448,2.5694761276245117,3.3723812103271484,3.3723812103271484,5.029648303985596,0.02640506581713756,0.7685509324073792,-0.9971590042114258,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
33,data_wgs,0,0,True,True,0.7,19.251684687679326,0.00565,0.0012808466112021399,0.2686268389225006,0.2571503221988678,0.0886421725153923,7,0.2686268389225006,0.7,5,2,5,2,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,-1.2779691219329834,1.430774211883545,2.6675963401794434,2.6675963401794434,13.073380470275879,0.06560835892645021,0.9283734560012817,0.6538004279136658,True,,0.9067160487174988,1.0062172412872314,2.21431565284729,2.21431565284729,8.139123916625977,0.08413036987185478,0.9929893612861633,-0.012394577264785767,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
34,data_wgs,1,1,True,True,0.7,34.99205620019908,0.01765,0.004989819491433771,0.299981951713562,0.5022438764572144,0.30883732438087463,7,0.299981951713562,0.7,2,5,2,5,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.174072265625,1.643660068511963,1.023190975189209,1.023190975189209,12.309235572814941,0.06413062520635625,0.598312258720398,-0.9945271015167236,True,,0.8851066827774048,1.0761289596557617,1.2944198846817017,1.2944198846817017,3.4158384799957275,0.029643772449344397,0.9981319904327393,0.21884602308273315,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
